data_code,year,month,day,hour,minute,second,group_number,group_spot_number,projected_umbra,projected_whole_spot,corrected_projected_umbra,corrected_projected_whole_spot,heliographic_latitude,heliographic_longitude,lcm,position_angle,center_distance
s,2001,01,03,08,23,56,9289,2,-1,-1,-1,-1,-5.65,206.78,20.43,262.73,0.3517
s,2001,01,03,08,23,56,9289,3,0,1,0,1,-3.49,205.66,19.31,268.91,0.3316
s,2001,01,03,08,23,56,9289,4,63,423,33,223,-8.30,205.79,19.43,254.68,0.3429
s,2001,01,03,08,23,56,9289,5,0,2,0,1,-4.03,205.26,18.90,267.23,0.3250
s,2001,01,03,08,23,56,9289,6,-4,-4,-4,-4,-7.89,205.26,18.90,255.53,0.3329
s,2001,01,03,08,23,56,9289,7,1,-1,1,-1,-5.81,204.74,18.39,261.58,0.3187
s,2001,01,03,08,23,56,9289,8,0,7,0,3,-6.35,204.54,18.18,259.79,0.3165
s,2001,01,03,08,23,56,9289,9,0,3,0,1,-6.88,204.39,18.04,258.07,0.3156
s,2001,01,03,08,23,56,9289,10,0,4,0,2,-5.42,204.23,17.87,262.62,0.3094
s,2001,01,03,08,23,56,9289,11,0,3,0,1,-5.97,203.72,17.36,260.64,0.3022
s,2001,01,03,08,23,56,9289,12,0,4,0,2,-6.45,203.71,17.36,259.06,0.3033
s,2001,01,03,08,23,56,9289,13,0,3,0,2,-5.73,203.51,17.15,261.33,0.2982
s,2001,01,03,08,23,56,9289,14,0,2,0,1,-6.78,203.23,16.88,257.68,0.2965
s,2001,01,03,08,23,56,9289,15,0,2,0,1,-5.83,202.64,16.29,260.60,0.2841
s,2001,01,03,08,23,56,9289,16,0,2,0,1,-7.40,201.77,15.42,254.47,0.2749
s,2001,01,03,08,23,56,9289,17,0,1,0,0,-6.98,200.90,14.55,255.20,0.2591
s,2001,01,03,08,23,56,9289,18,0,1,0,1,-7.95,200.74,14.39,251.45,0.2608
s,2001,01,03,08,23,56,9289,19,0,3,0,2,-7.66,200.72,14.36,252.48,0.2590
