data_code,year,month,day,hour,minute,second,group_number,group_spot_number,projected_umbra,projected_whole_spot,corrected_projected_umbra,corrected_projected_whole_spot,heliographic_latitude,heliographic_longitude,lcm,position_angle,center_distance
s,2002,02,17,12,50,05,9830,12,4,-5,2,-5,-19.34,141.08,-32.74,114.55,0.5632
s,2002,02,17,12,50,05,9830,13,2,-5,1,-5,-19.37,140.88,-32.95,114.50,0.5660
s,2002,02,17,12,50,05,9830,14,1,6,1,4,-17.51,140.44,-33.38,111.12,0.5646
s,2002,02,17,12,50,05,9830,15,10,-5,6,-5,-19.27,140.65,-33.17,114.21,0.5685
s,2002,02,17,12,50,05,9830,16,0,1,0,0,-16.45,139.99,-33.83,109.11,0.5674
s,2002,02,17,12,50,05,9830,17,0,2,0,1,-17.11,140.00,-33.82,110.26,0.5692
s,2002,02,17,12,50,05,9830,18,0,1,0,1,-16.17,139.77,-34.06,108.55,0.5695
s,2002,02,17,12,50,05,9830,19,0,1,0,1,-16.47,139.81,-34.02,109.09,0.5699
s,2002,02,17,12,50,05,9830,20,3,-5,2,-5,-19.52,140.45,-33.36,114.55,0.5720
s,2002,02,17,12,50,05,9830,21,24,-5,15,-5,-19.78,140.43,-33.40,114.97,0.5736
s,2002,02,17,12,50,05,9830,22,4,-5,3,-5,-19.37,140.34,-33.48,114.24,0.5730
s,2002,02,17,12,50,05,9830,23,0,1,0,1,-16.62,139.74,-34.09,109.31,0.5713
s,2002,02,17,12,50,05,9830,24,2,-5,1,-5,-18.77,140.10,-33.71,113.13,0.5737
s,2002,02,17,12,50,05,9830,25,0,1,0,1,-18.28,139.49,-34.33,112.04,0.5799
s,2002,02,17,12,50,05,9830,26,1,-5,1,-5,-19.79,139.46,-34.37,114.54,0.5861
s,2002,02,17,12,50,05,9830,27,0,1,0,1,-18.96,139.17,-34.65,113.05,0.5866
s,2002,02,17,12,50,05,9830,28,13,252,8,158,-16.45,138.59,-35.22,108.65,0.5860
s,2002,02,17,12,50,05,9830,29,2,-5,1,-5,-20.43,139.34,-34.47,115.54,0.5900
s,2002,02,17,12,50,05,9830,30,3,14,2,8,-17.61,138.70,-35.11,110.62,0.5880
s,2002,02,17,12,50,05,9830,31,0,2,0,1,-18.52,138.86,-34.97,112.19,0.5891
s,2002,02,17,12,50,05,9830,32,0,4,0,3,-17.89,138.69,-35.13,111.08,0.5891
s,2002,02,17,12,50,05,9830,33,0,2,0,1,-18.23,138.70,-35.13,111.65,0.5903
s,2002,02,17,12,50,05,9830,34,1,-30,1,-30,-17.51,138.42,-35.40,110.34,0.5915
s,2002,02,17,12,50,05,9830,35,9,-28,6,-28,-16.43,137.94,-35.87,108.40,0.5946
s,2002,02,17,12,50,05,9830,36,0,1,0,0,-18.35,137.88,-35.94,111.53,0.6012
s,2002,02,17,12,50,05,9830,37,2,-28,1,-28,-16.65,137.45,-36.37,108.62,0.6017
s,2002,02,17,12,50,05,9830,38,0,1,0,1,-17.95,137.59,-36.23,110.78,0.6037
s,2002,02,17,12,50,05,9830,39,4,-28,3,-28,-17.21,137.40,-36.42,109.52,0.6040
s,2002,02,17,12,50,05,9830,40,0,0,0,0,-17.93,137.43,-36.39,110.70,0.6057
s,2002,02,17,12,50,05,9830,41,6,-28,4,-28,-16.68,136.92,-36.90,108.51,0.6088
s,2002,02,17,12,50,05,9830,42,5,-28,3,-28,-17.11,136.93,-36.88,109.20,0.6097
s,2002,02,17,12,50,05,9830,43,0,1,0,0,-16.11,136.67,-37.14,107.51,0.6106
s,2002,02,17,12,50,05,9830,44,4,-28,2,-28,-16.88,136.73,-37.08,108.77,0.6117
s,2002,02,17,12,50,05,9830,45,5,24,3,16,-20.86,134.80,-39.01,114.33,0.6479
s,2002,02,17,12,50,05,9830,46,0,5,0,3,-19.85,134.40,-39.42,112.67,0.6496
s,2002,02,17,12,50,05,9830,47,0,2,0,1,-20.03,132.22,-41.61,112.25,0.6764
s,2002,02,17,12,50,05,9830,48,3,6,2,4,-20.53,131.85,-41.96,112.88,0.6820
s,2002,02,17,12,50,05,9830,49,0,3,0,2,-20.95,131.28,-42.53,113.31,0.6898
s,2002,02,17,12,50,05,9830,50,0,1,0,1,-19.74,130.79,-43.03,111.45,0.6924
s,2002,02,17,12,50,05,9830,51,0,2,0,1,-22.13,131.08,-42.74,114.90,0.6955
s,2002,02,17,12,50,05,9830,52,0,1,0,1,-20.06,130.56,-43.27,111.84,0.6960
s,2002,02,17,12,50,05,9830,53,4,39,3,27,-21.23,129.67,-44.15,113.23,0.7089
s,2002,02,17,12,50,05,9830,54,0,1,0,0,-18.87,129.20,-44.63,109.84,0.7090
s,2002,02,17,12,50,05,9830,55,2,-53,1,-53,-21.05,129.32,-44.50,112.89,0.7124
s,2002,02,17,12,50,05,9830,56,0,1,0,1,-23.45,129.37,-44.45,116.20,0.7183
s,2002,02,17,12,50,05,9830,57,1,7,1,5,-20.74,128.75,-45.08,112.32,0.7182
s,2002,02,17,12,50,05,9830,58,3,21,2,15,-20.07,128.52,-45.30,111.36,0.7192
s,2002,02,17,12,50,05,9830,59,2,-58,2,-58,-20.19,128.26,-45.56,111.46,0.7223
s,2002,02,17,12,50,05,9830,60,2,16,2,12,-21.28,127.88,-45.93,112.84,0.7289
s,2002,02,17,12,50,05,9830,61,0,0,0,0,-19.74,127.62,-46.19,110.71,0.7285
s,2002,02,17,12,50,05,9830,62,0,1,0,1,-21.47,127.00,-46.82,112.89,0.7389
s,2002,02,17,12,50,05,9831,1,0,2,0,1,-10.40,224.20,50.37,262.21,0.7669
s,2002,02,17,12,50,05,9831,2,0,4,0,3,-12.39,220.26,46.43,259.45,0.7222
s,2002,02,17,12,50,05,9832,1,0,2,0,1,-12.00,157.72,-16.10,108.95,0.2881
s,2002,02,17,12,50,05,9832,2,0,1,0,1,-9.18,154.78,-19.05,98.09,0.3269
s,2002,02,17,12,50,05,9832,3,0,2,0,1,-11.02,154.92,-18.91,103.73,0.3289
s,2002,02,17,12,50,05,9832,4,0,2,0,1,-8.96,154.24,-19.59,97.30,0.3354
s,2002,02,17,12,50,05,9832,5,0,1,0,0,-11.82,154.92,-18.91,106.13,0.3317
s,2002,02,17,12,50,05,9832,6,0,1,0,1,-12.08,154.93,-18.90,106.90,0.3325
s,2002,02,17,12,50,05,9832,7,0,1,0,1,-13.19,150.35,-23.48,107.04,0.4074
s,2002,02,17,12,50,05,9832,8,0,5,0,3,-14.02,149.36,-24.47,108.43,0.4255
s,2002,02,17,12,50,05,9832,9,0,2,0,1,-12.90,148.18,-25.65,105.32,0.4394
s,2002,02,17,12,50,05,9832,10,0,2,0,1,-13.80,142.42,-31.40,105.13,0.5263
s,2002,02,17,12,50,05,9832,11,0,1,0,1,-11.79,139.79,-34.04,100.84,0.5601
s,2002,02,17,12,50,05,9832,12,0,1,0,1,-11.94,139.76,-34.07,101.11,0.5607
s,2002,02,17,12,50,05,9832,13,0,1,0,1,-11.52,139.55,-34.28,100.33,0.5631
s,2002,02,17,12,50,05,9832,14,0,1,0,1,-11.79,139.48,-34.35,100.80,0.5645
s,2002,02,17,12,50,05,9832,15,0,1,0,1,-12.67,133.95,-39.87,101.51,0.6406
s,2002,02,17,12,50,05,9832,16,3,22,2,15,-13.02,132.87,-40.96,101.92,0.6550
s,2002,02,17,12,50,05,9832,17,1,3,1,2,-13.48,132.55,-41.28,102.59,0.6597
s,2002,02,17,12,50,05,9832,18,0,1,0,1,-14.09,131.64,-42.19,103.38,0.6719
s,2002,02,17,12,50,05,9832,19,0,2,0,1,-12.94,131.21,-42.62,101.62,0.6761
s,2002,02,17,12,50,05,9832,20,0,1,0,0,-12.38,129.85,-43.98,100.69,0.6926
s,2002,02,17,12,50,05,9832,21,5,43,4,30,-13.98,129.98,-43.85,103.02,0.6923
s,2002,02,17,12,50,05,9832,22,0,1,0,0,-13.45,129.62,-44.20,102.21,0.6962
s,2002,02,17,12,50,05,9835a,1,0,0,0,0,20.89,165.50,-8.33,16.22,0.4867
s,2002,02,17,12,50,05,9835a,2,0,1,0,1,19.62,159.69,-14.14,27.41,0.5017
s,2002,02,17,12,50,05,9835a,3,0,2,0,1,18.60,157.42,-16.41,32.14,0.5055
s,2002,02,18,08,04,23,9822,1,0,1,0,1,17.17,215.95,52.69,295.54,0.8444
s,2002,02,18,08,04,23,9822,2,7,48,6,41,16.97,212.76,49.50,296.64,0.8159
s,2002,02,18,08,04,23,9824,1,32,245,24,188,22.94,203.86,40.60,308.20,0.7649
s,2002,02,18,08,04,23,9824a,1,0,2,0,1,6.68,202.49,39.23,288.38,0.6642
s,2002,02,18,08,04,23,9824a,2,0,1,0,1,6.85,202.31,39.04,288.71,0.6626
s,2002,02,18,08,04,23,9824a,3,0,9,0,6,7.33,197.71,34.45,291.92,0.6070
s,2002,02,18,08,04,23,9825,1,57,316,45,253,14.67,210.33,47.07,295.06,0.7842
s,2002,02,18,08,04,23,9825,2,0,1,0,1,15.84,209.99,46.73,296.60,0.7857
s,2002,02,18,08,04,23,9825,3,0,6,0,5,13.56,208.65,45.39,294.50,0.7628
s,2002,02,18,08,04,23,9825,4,0,20,0,15,14.16,206.95,43.69,296.08,0.7480
s,2002,02,18,08,04,23,9825,5,0,1,0,1,14.15,205.93,42.67,296.59,0.7373
s,2002,02,18,08,04,23,9825,6,9,55,7,40,13.18,206.01,42.75,295.33,0.7337
s,2002,02,18,08,04,23,9825,7,0,1,0,1,12.87,203.59,40.33,296.24,0.7058
s,2002,02,18,08,04,23,9825,8,0,3,0,2,9.95,202.45,39.19,292.98,0.6783
s,2002,02,18,08,04,23,9825,9,0,1,0,1,12.66,200.22,36.96,298.01,0.6668
s,2002,02,18,08,04,23,9825,10,0,3,0,2,11.61,199.72,36.45,296.89,0.6549
s,2002,02,18,08,04,23,9825,11,0,2,0,1,12.26,199.30,36.03,298.07,0.6538
s,2002,02,18,08,04,23,9825m,1,4,25,3,18,17.35,203.26,40.00,302.07,0.7264
s,2002,02,18,08,04,23,9825m,2,0,2,0,1,18.41,200.34,37.08,305.31,0.7034
s,2002,02,18,08,04,23,9825m,3,0,1,0,1,17.11,200.18,36.92,303.83,0.6934
s,2002,02,18,08,04,23,9825m,4,0,1,0,1,18.59,199.54,36.28,306.10,0.6965
s,2002,02,18,08,04,23,9825m,5,0,2,0,2,17.75,199.46,36.20,305.12,0.6901
s,2002,02,18,08,04,23,9825m,6,0,3,0,2,18.37,199.33,36.07,305.99,0.6929
s,2002,02,18,08,04,23,9828,1,0,3,0,2,-15.29,202.76,39.49,254.37,0.6393
s,2002,02,18,08,04,23,9828,2,1,7,1,4,-16.85,201.53,38.27,251.64,0.6269
s,2002,02,18,08,04,23,9829,1,0,2,0,1,-4.16,132.42,-30.84,86.46,0.5143
s,2002,02,18,08,04,23,9829,2,0,2,0,1,-4.38,132.25,-31.01,86.91,0.5165
s,2002,02,18,08,04,23,9829,3,0,6,0,4,-3.03,129.31,-33.95,85.09,0.5619
s,2002,02,18,08,04,23,9829,4,0,3,0,2,-4.62,126.02,-37.23,88.46,0.6056
s,2002,02,18,08,04,23,9829,5,0,1,0,1,-5.12,126.15,-37.10,89.27,0.6032
s,2002,02,18,08,04,23,9829,6,0,2,0,1,-6.53,123.80,-39.46,91.81,0.6340
s,2002,02,18,08,04,23,9830,1,7,25,4,14,-20.05,145.70,-17.56,129.29,0.3678
s,2002,02,18,08,04,23,9830,2,7,808,4,443,-18.38,143.06,-20.20,122.05,0.3882
s,2002,02,18,08,04,23,9830,3,7,-2,4,-2,-18.23,142.69,-20.56,121.29,0.3921
s,2002,02,18,08,04,23,9830,4,8,-2,4,-2,-19.52,142.25,-21.01,123.67,0.4077
s,2002,02,18,08,04,23,9830,5,42,-2,23,-2,-19.35,141.76,-21.50,122.78,0.4130
s,2002,02,18,08,04,23,9830,6,6,-2,3,-2,-18.08,141.23,-22.03,119.44,0.4113
s,2002,02,18,08,04,23,9830,7,9,-2,5,-2,-19.25,141.19,-22.07,121.96,0.4199
s,2002,02,18,08,04,23,9830,8,2,-2,1,-2,-18.28,140.74,-22.52,119.42,0.4194
s,2002,02,18,08,04,23,9830,9,0,2,0,1,-16.21,140.09,-23.18,114.24,0.4162
s,2002,02,18,08,04,23,9830,10,3,-2,2,-2,-19.36,140.48,-22.78,121.47,0.4302
s,2002,02,18,08,04,23,9830,11,15,-2,8,-2,-19.73,140.39,-22.86,122.17,0.4339
s,2002,02,18,08,04,23,9830,12,6,323,4,181,-17.03,139.70,-23.56,115.78,0.4263
s,2002,02,18,08,04,23,9830,13,2,-12,1,-12,-17.44,139.72,-23.53,116.69,0.4282
s,2002,02,18,08,04,23,9830,14,0,3,0,2,-18.47,139.89,-23.36,119.05,0.4321
s,2002,02,18,08,04,23,9830,15,0,1,0,1,-15.24,138.35,-24.92,110.86,0.4369
s,2002,02,18,08,04,23,9830,16,13,-12,7,-12,-16.70,138.60,-24.66,114.23,0.4401
s,2002,02,18,08,04,23,9830,17,0,1,0,0,-17.73,138.68,-24.59,116.47,0.4446
s,2002,02,18,08,04,23,9830,18,8,-12,5,-12,-16.48,138.10,-25.16,113.41,0.4461
s,2002,02,18,08,04,23,9830,19,3,-12,2,-12,-17.36,138.12,-25.14,115.28,0.4503
s,2002,02,18,08,04,23,9830,20,1,-12,1,-12,-16.84,137.24,-26.02,113.58,0.4601
s,2002,02,18,08,04,23,9830,21,2,-12,1,-12,-17.24,137.05,-26.21,114.29,0.4647
s,2002,02,18,08,04,23,9830,22,10,62,6,35,-18.25,136.96,-26.30,116.27,0.4712
s,2002,02,18,08,04,23,9830,23,0,2,0,1,-18.00,136.12,-27.14,115.21,0.4815
s,2002,02,18,08,04,23,9830,24,8,34,5,20,-21.07,135.16,-28.10,120.32,0.5113
s,2002,02,18,08,04,23,9830,25,2,59,1,36,-20.29,133.07,-30.19,117.55,0.5341
s,2002,02,18,08,04,23,9830,26,8,-25,5,-25,-20.48,132.84,-30.42,117.73,0.5380
s,2002,02,18,08,04,23,9830,27,1,-25,1,-25,-20.67,132.34,-30.91,117.77,0.5454
s,2002,02,18,08,04,23,9830,28,0,2,0,1,-20.06,131.45,-31.81,116.21,0.5541
s,2002,02,18,08,04,23,9830,29,0,8,0,5,-20.32,130.93,-32.33,116.37,0.5620
s,2002,02,18,08,04,23,9830,30,0,2,0,1,-21.81,129.56,-33.70,118.12,0.5863
s,2002,02,18,08,04,23,9830,31,0,5,0,3,-19.86,129.00,-34.26,114.66,0.5849
s,2002,02,18,08,04,23,9830,32,5,162,3,103,-21.34,128.52,-34.74,116.84,0.5971
s,2002,02,18,08,04,23,9830,33,3,-32,2,-32,-20.76,128.34,-34.92,115.83,0.5969
s,2002,02,18,08,04,23,9830,34,7,-32,4,-32,-21.02,128.11,-35.15,116.12,0.6009
s,2002,02,18,08,04,23,9830,35,7,-32,4,-32,-20.22,127.80,-35.46,114.71,0.6015
s,2002,02,18,08,04,23,9830,36,2,-32,1,-32,-21.29,127.19,-36.06,116.13,0.6133
s,2002,02,18,08,04,23,9830,37,0,1,0,1,-20.60,126.71,-36.56,114.85,0.6167
s,2002,02,18,08,04,23,9830,38,0,2,0,1,-21.69,126.67,-36.59,116.52,0.6213
s,2002,02,18,08,04,23,9832,1,1,15,0,8,-12.15,154.50,-8.76,121.68,0.1757
s,2002,02,18,08,04,23,9832,2,0,3,0,2,-12.36,152.99,-10.27,118.89,0.1998
s,2002,02,18,08,04,23,9832,3,0,1,0,1,-13.51,147.72,-15.54,114.44,0.2875
s,2002,02,18,08,04,23,9832,4,0,2,0,1,-12.27,140.01,-23.25,104.84,0.4008
s,2002,02,18,08,04,23,9832,5,0,1,0,0,-12.55,140.13,-23.12,105.60,0.3997
s,2002,02,18,08,04,23,9832,6,0,2,0,1,-13.29,135.52,-27.74,105.29,0.4715
s,2002,02,18,08,04,23,9832,7,5,17,3,10,-13.31,133.53,-29.73,104.66,0.5009
s,2002,02,18,08,04,23,9832,8,0,3,0,2,-12.47,130.04,-33.22,102.17,0.5494
s,2002,02,18,08,04,23,9832,9,0,13,0,8,-14.20,129.66,-33.60,105.20,0.5582
s,2002,02,18,08,04,23,9832,10,2,25,1,15,-14.77,129.72,-33.54,106.22,0.5586
s,2002,02,18,08,04,23,9832,11,1,-10,1,-10,-15.21,129.72,-33.54,107.01,0.5598
s,2002,02,18,08,04,23,9832,12,0,2,0,1,-12.47,122.55,-40.71,101.07,0.6512
s,2002,02,19,08,12,47,9822,1,0,10,0,14,16.74,214.25,64.24,291.31,0.9274
s,2002,02,19,08,12,47,9822,2,1,13,1,16,16.76,212.16,62.14,291.93,0.9143
s,2002,02,19,08,12,47,9822,3,0,2,0,3,17.86,211.49,61.48,293.27,0.9121
s,2002,02,19,08,12,47,9824,1,24,146,24,146,22.87,203.31,53.30,301.50,0.8685
s,2002,02,19,08,12,47,9824a,1,0,2,0,2,7.20,201.50,51.51,284.42,0.8041
s,2002,02,19,08,12,47,9825,1,31,181,34,203,14.58,210.04,60.03,290.22,0.8953
s,2002,02,19,08,12,47,9825,2,0,1,0,1,13.57,207.57,57.58,289.85,0.8744
s,2002,02,19,08,12,47,9825,3,1,30,1,30,14.74,205.84,55.83,291.72,0.8633
s,2002,02,19,08,12,47,9825,4,1,30,1,29,12.98,205.49,55.48,289.87,0.8558
s,2002,02,19,08,12,47,9829,1,0,0,0,0,-2.72,142.48,-7.52,60.67,0.1506
s,2002,02,19,08,12,47,9829,2,0,2,0,1,-7.33,138.92,-11.07,92.46,0.1915
s,2002,02,19,08,12,47,9829,3,0,2,0,1,-6.37,137.92,-12.07,87.75,0.2090
s,2002,02,19,08,12,47,9829,4,0,1,0,1,-1.98,136.19,-13.80,70.62,0.2540
s,2002,02,19,08,12,47,9829,5,0,2,0,1,-7.78,137.34,-12.65,94.39,0.2187
s,2002,02,19,08,12,47,9829,6,0,3,0,2,-8.56,137.38,-12.62,97.97,0.2191
s,2002,02,19,08,12,47,9829,7,0,1,0,0,-8.61,135.95,-14.04,97.55,0.2431
s,2002,02,19,08,12,47,9829,8,0,2,0,1,-5.85,134.64,-15.36,86.59,0.2651
s,2002,02,19,08,12,47,9829,9,0,1,0,1,-8.04,135.06,-14.96,94.99,0.2577
s,2002,02,19,08,12,47,9829m,1,0,5,0,5,3.09,86.61,-63.40,83.11,0.9012
s,2002,02,19,08,12,47,9830,1,0,2,0,1,-19.73,145.70,-4.29,162.30,0.2329
s,2002,02,19,08,12,47,9830,2,8,788,4,407,-18.65,144.16,-5.85,154.52,0.2256
s,2002,02,19,08,12,47,9830,3,5,-2,2,-2,-18.23,143.45,-6.57,150.97,0.2249
s,2002,02,19,08,12,47,9830,4,0,9,0,4,-17.10,143.11,-6.88,146.99,0.2113
s,2002,02,19,08,12,47,9830,5,0,2,0,1,-19.51,143.48,-6.51,153.82,0.2435
s,2002,02,19,08,12,47,9830,6,0,1,0,1,-19.35,143.43,-6.57,153.31,0.2414
s,2002,02,19,08,12,47,9830,7,0,0,0,0,-15.06,141.94,-8.06,136.29,0.1967
s,2002,02,19,08,12,47,9830,8,2,-2,1,-2,-18.07,142.91,-7.09,148.71,0.2268
s,2002,02,19,08,12,47,9830,9,1,24,1,13,-16.10,141.12,-8.90,137.07,0.2192
s,2002,02,19,08,12,47,9830,10,74,-2,39,-2,-18.94,141.99,-8.02,147.61,0.2475
s,2002,02,19,08,12,47,9830,11,4,-2,2,-2,-19.43,141.01,-9.00,145.76,0.2635
s,2002,02,19,08,12,47,9830,12,2,-2,1,-2,-18.32,140.27,-9.73,141.01,0.2561
s,2002,02,19,08,12,47,9830,13,9,-2,5,-2,-19.23,140.35,-9.67,143.41,0.2672
s,2002,02,19,08,12,47,9830,14,30,329,16,170,-17.02,139.28,-10.74,134.67,0.2516
s,2002,02,19,08,12,47,9830,15,1,-2,1,-2,-18.46,139.62,-10.39,139.56,0.2650
s,2002,02,19,08,12,47,9830,16,5,-14,3,-14,-16.57,138.67,-11.34,131.81,0.2541
s,2002,02,19,08,12,47,9830,17,3,-14,1,-14,-17.66,138.98,-11.04,135.75,0.2626
s,2002,02,19,08,12,47,9830,18,3,-14,2,-14,-16.33,138.40,-11.61,130.44,0.2549
s,2002,02,19,08,12,47,9830,19,0,1,0,1,-20.68,139.72,-10.29,144.98,0.2925
s,2002,02,19,08,12,47,9830,20,1,-14,1,-14,-16.95,138.38,-11.63,132.27,0.2618
s,2002,02,19,08,12,47,9830,21,0,2,0,1,-17.25,137.99,-12.02,132.23,0.2698
s,2002,02,19,08,12,47,9830,22,0,8,0,4,-18.03,137.84,-12.16,134.08,0.2801
s,2002,02,19,08,12,47,9830,23,6,64,3,34,-16.75,137.34,-12.67,129.35,0.2729
s,2002,02,19,08,12,47,9830,24,5,-23,2,-23,-17.04,137.18,-12.83,129.86,0.2779
s,2002,02,19,08,12,47,9830,25,2,-23,1,-23,-17.05,136.82,-13.18,129.19,0.2825
s,2002,02,19,08,12,47,9830,26,0,24,0,13,-18.16,136.67,-13.35,131.91,0.2960
s,2002,02,19,08,12,47,9830,27,0,2,0,1,-20.11,135.61,-14.41,134.63,0.3297
s,2002,02,19,08,12,47,9830,28,7,22,4,12,-20.96,135.42,-14.59,136.16,0.3412
s,2002,02,19,08,12,47,9830,29,0,4,0,2,-19.67,134.68,-15.33,131.92,0.3360
s,2002,02,19,08,12,47,9830,30,0,2,0,1,-18.74,134.31,-15.68,129.08,0.3312
s,2002,02,19,08,12,47,9830,31,0,1,0,1,-19.79,134.28,-15.73,131.52,0.3422
s,2002,02,19,08,12,47,9830,32,0,2,0,1,-20.13,134.35,-15.66,132.40,0.3448
s,2002,02,19,08,12,47,9830,33,4,19,2,10,-20.15,133.85,-16.17,131.61,0.3512
s,2002,02,19,08,12,47,9830,34,0,3,0,2,-18.61,133.19,-16.80,126.97,0.3444
s,2002,02,19,08,12,47,9830,35,0,1,0,1,-20.97,132.85,-17.16,131.84,0.3714
s,2002,02,19,08,12,47,9830,36,0,4,0,2,-18.94,131.25,-18.75,125.03,0.3729
s,2002,02,19,08,12,47,9830,37,5,25,3,14,-21.32,131.15,-18.87,130.09,0.3955
s,2002,02,19,08,12,47,9830,38,0,3,0,2,-21.02,129.81,-20.18,127.75,0.4090
s,2002,02,19,08,12,47,9830,39,1,232,1,130,-19.70,128.32,-21.67,123.28,0.4176
s,2002,02,19,08,12,47,9830,40,1,-39,1,-39,-21.41,128.49,-21.50,126.98,0.4290
s,2002,02,19,08,12,47,9830,41,18,-39,10,-39,-20.53,128.04,-21.95,124.70,0.4276
s,2002,02,19,08,12,47,9830,42,1,-39,1,-39,-21.05,127.79,-22.20,125.47,0.4348
s,2002,02,19,08,12,47,9830,43,-41,-39,-41,-39,-20.64,127.62,-22.37,124.47,0.4339
s,2002,02,19,08,12,47,9830,44,0,-39,0,-39,-20.54,127.44,-22.58,124.05,0.4358
s,2002,02,19,08,12,47,9830,45,1,-39,1,-39,-21.18,127.19,-22.80,125.11,0.4436
s,2002,02,19,08,12,47,9830,46,1,-39,1,-39,-22.21,126.86,-23.15,126.73,0.4560
s,2002,02,19,08,12,47,9830,47,2,-39,1,-39,-22.49,126.81,-23.20,127.20,0.4589
s,2002,02,19,08,12,47,9832,1,0,5,0,3,-11.28,154.78,4.75,227.21,0.1112
s,2002,02,19,08,12,47,9832,2,0,23,0,11,-12.26,154.90,4.87,221.98,0.1246
s,2002,02,19,08,12,47,9832,3,0,4,0,2,-11.63,154.65,4.61,224.15,0.1136
s,2002,02,19,08,12,47,9832,4,2,-2,1,-2,-12.05,154.76,4.72,222.29,0.1202
s,2002,02,19,08,12,47,9832,5,0,3,0,1,-12.50,148.40,-1.63,163.87,0.1004
s,2002,02,19,08,12,47,9832,6,0,4,0,2,-12.70,147.62,-2.41,157.60,0.1081
s,2002,02,19,08,12,47,9832,7,0,1,0,1,-11.05,139.83,-10.21,112.68,0.1893
s,2002,02,19,08,12,47,9832,8,0,2,0,1,-12.00,137.51,-12.52,113.01,0.2315
s,2002,02,19,08,12,47,9832,9,0,4,0,2,-12.71,134.72,-15.31,111.96,0.2790
s,2002,02,19,08,12,47,9832,10,0,4,0,2,-13.49,130.80,-19.23,110.49,0.3435
s,2002,02,19,08,12,47,9832,11,0,2,0,1,-15.32,129.44,-20.60,114.17,0.3735
s,2002,02,19,08,12,47,9835a,1,0,1,0,1,19.39,159.54,9.54,340.55,0.4715
s,2002,02,19,08,12,47,9835a,2,0,1,0,1,18.63,158.05,8.05,342.89,0.4532
s,2002,02,19,08,12,47,9835a,3,0,0,0,0,17.75,157.68,7.69,343.03,0.4383
s,2002,02,19,08,12,47,9835a,4,0,2,0,1,16.16,155.80,5.80,346.10,0.4061
s,2002,02,19,08,12,47,9835a,5,0,1,0,1,18.52,149.12,-0.87,1.92,0.4328
s,2002,02,19,08,12,47,9835a,6,0,1,0,1,18.75,148.96,-1.04,2.26,0.4365
s,2002,02,19,08,12,47,9835c,1,0,4,0,2,6.62,163.78,13.78,314.41,0.3328
s,2002,02,19,08,12,47,9835c,2,0,3,0,2,10.61,159.67,9.68,331.20,0.3446
s,2002,02,19,08,12,47,9835c,3,0,1,0,1,10.34,159.67,9.68,330.82,0.3407
s,2002,02,19,08,12,47,9835c,4,0,1,0,1,8.93,160.11,10.11,327.53,0.3245
s,2002,02,19,08,12,47,9835c,5,1,31,0,17,11.60,158.89,8.89,334.50,0.3532
s,2002,02,19,08,12,47,9835c,6,3,-5,1,-5,11.69,158.64,8.64,335.24,0.3529
s,2002,02,19,08,12,47,9835c,7,0,1,0,1,9.36,159.13,9.13,330.78,0.3222
s,2002,02,19,08,12,47,9835c,8,0,3,0,2,10.20,158.29,8.28,334.28,0.3281
s,2002,02,19,08,12,47,9835c,9,0,1,0,1,10.09,157.92,7.91,335.16,0.3240
s,2002,02,19,08,12,47,9835c,10,0,2,0,1,7.86,158.50,8.51,330.12,0.2955
s,2002,02,19,08,12,47,9835c,11,0,2,0,1,11.39,156.40,6.41,340.82,0.3346
s,2002,02,19,08,12,47,9835c,12,0,1,0,1,5.54,158.26,8.26,326.46,0.2600
s,2002,02,19,08,12,47,9835c,13,0,2,0,1,5.52,158.03,8.03,327.15,0.2577
s,2002,02,19,08,12,47,9835c,14,0,5,0,3,8.96,143.94,-6.06,20.82,0.2947
s,2002,02,19,08,12,47,9835c,15,0,2,0,1,7.25,142.42,-7.57,28.08,0.2789
s,2002,02,20,12,09,05,9822,1,7,45,29,196,18.33,214.71,80.00,289.57,0.9927
s,2002,02,20,12,09,05,9822,2,0,3,0,10,17.00,213.61,78.91,288.43,0.9898
s,2002,02,20,12,09,05,9822,3,0,7,0,21,17.52,211.33,76.63,289.35,0.9841
s,2002,02,20,12,09,05,9824,1,19,87,33,151,23.02,202.98,68.30,296.68,0.9584
s,2002,02,20,12,09,05,9825,1,9,82,22,194,14.69,210.15,75.45,286.73,0.9786
s,2002,02,20,12,09,05,9825,2,2,-1,4,-1,13.66,208.53,73.83,285.99,0.9719
s,2002,02,20,12,09,05,9825,3,0,3,0,6,14.46,206.48,71.77,287.21,0.9641
s,2002,02,20,12,09,05,9825,4,0,2,0,4,13.52,206.63,71.92,286.22,0.9638
s,2002,02,20,12,09,05,9828,1,0,6,0,7,-15.23,198.60,63.92,256.45,0.8934
s,2002,02,20,12,09,05,9828,2,0,2,0,2,-16.09,198.40,63.69,255.49,0.8916
s,2002,02,20,12,09,05,9829,1,0,8,0,4,-4.60,133.07,-1.63,33.83,0.0512
s,2002,02,20,12,09,05,9829,2,0,3,0,2,-4.66,132.83,-1.85,38.03,0.0526
s,2002,02,20,12,09,05,9829,3,0,0,0,0,-5.32,128.27,-6.43,75.39,0.1158
s,2002,02,20,12,09,05,9829,4,0,1,0,0,-5.27,127.64,-7.07,76.34,0.1267
