data_code,year,month,day,hour,minute,second,group_number,group_spot_number,projected_umbra,projected_whole_spot,corrected_projected_umbra,corrected_projected_whole_spot,heliographic_latitude,heliographic_longitude,lcm,position_angle,center_distance
s,2002,01,01,11,14,36,9767,17,0,8,0,7,-18.13,20.01,-53.53,110.15,0.8163
s,2002,01,01,11,14,36,9767,18,5,-13,6,-13,-26.90,14.07,-59.49,119.10,0.8812
s,2002,01,01,11,14,36,9767,19,5,-13,5,-13,-26.40,14.18,-59.37,118.57,0.8795
s,2002,01,01,11,14,36,9767,20,3,-13,4,-13,-27.18,13.35,-60.18,119.26,0.8866
s,2002,01,01,11,14,36,9767,21,0,1,0,2,-25.24,14.88,-58.66,117.40,0.8723
s,2002,01,01,11,14,36,9767,22,0,1,0,1,-21.32,16.66,-56.87,113.29,0.8514
s,2002,01,01,11,14,36,9767,23,4,-13,4,-13,-26.51,12.50,-61.03,118.36,0.8916
s,2002,01,01,11,14,36,9767,24,0,4,0,4,-21.99,15.98,-57.57,113.93,0.8584
s,2002,01,01,11,14,36,9767,25,0,1,0,1,-21.76,15.76,-57.77,113.63,0.8596
s,2002,01,01,11,14,36,9767,26,0,4,0,4,-25.47,12.23,-61.32,117.15,0.8920
s,2002,01,01,11,14,36,9767,27,0,2,0,2,-22.29,14.75,-58.77,114.05,0.8685
s,2002,01,01,11,14,36,9767,28,0,3,0,3,-22.99,13.86,-59.67,114.68,0.8765
s,2002,01,01,11,14,36,9767,29,0,4,0,4,-18.18,17.03,-56.50,109.68,0.8436
s,2002,01,01,11,14,36,9767,30,9,145,10,157,-24.62,12.48,-61.08,116.26,0.8892
s,2002,01,01,11,14,36,9767,31,6,-30,6,-30,-23.88,12.91,-60.62,115.51,0.8848
s,2002,01,01,11,14,36,9767,32,0,2,0,2,-22.61,13.77,-59.77,114.23,0.8767
s,2002,01,01,11,14,36,9767,33,4,-30,4,-30,-23.57,12.61,-60.93,115.12,0.8867
s,2002,01,01,11,14,36,9767,34,1,12,1,13,-20.52,13.14,-60.40,111.78,0.8789
s,2002,01,01,11,14,36,9768,1,0,1,0,1,-7.23,83.08,9.55,246.00,0.1810
s,2002,01,01,11,14,36,9768,2,1,4,0,2,-7.72,82.98,9.45,243.31,0.1829
s,2002,01,01,11,14,36,9768,3,0,1,0,1,-5.84,82.46,8.93,252.41,0.1628
s,2002,01,01,11,14,36,9768,4,0,6,0,3,-5.62,82.19,8.64,253.21,0.1570
s,2002,01,01,11,14,36,9768,5,0,4,0,2,-5.55,81.97,8.42,253.25,0.1529
s,2002,01,01,11,14,36,9768,6,0,4,0,2,-7.80,81.26,7.73,238.08,0.1577
s,2002,01,01,11,14,36,9768,7,4,24,2,12,-5.79,80.81,7.27,249.11,0.1353
s,2002,01,01,11,14,36,9768,8,5,-7,2,-7,-5.76,80.60,7.06,248.79,0.1317
s,2002,01,01,11,14,36,9769m,1,0,4,0,2,-20.32,91.33,17.80,223.79,0.4161
s,2002,01,01,11,14,36,9769m,2,0,3,0,2,-20.40,91.08,17.55,223.27,0.4141
s,2002,01,01,11,14,36,9769m,3,0,3,0,2,-21.17,90.36,16.83,220.79,0.4151
s,2002,01,01,11,14,36,9769m,4,0,2,0,1,-18.96,89.78,16.22,223.76,0.3837
s,2002,01,01,11,14,36,9769m,5,0,5,0,3,-18.03,88.86,15.31,223.99,0.3630
s,2002,01,01,11,14,36,9769m,6,0,4,0,2,-20.26,86.18,12.65,214.68,0.3626
s,2002,01,01,11,14,36,9769m,7,0,4,0,2,-14.53,84.57,11.04,222.86,0.2738
s,2002,01,01,11,14,36,9769m,8,0,5,0,3,-24.54,84.17,10.64,204.60,0.4053
s,2002,01,01,11,14,36,9769m,9,0,2,0,1,-15.51,83.50,9.97,217.65,0.2745
s,2002,01,01,11,14,36,9769m,10,0,4,0,2,-17.45,82.76,9.23,211.56,0.2936
s,2002,01,01,11,14,36,9769m,11,0,3,0,2,-16.27,79.89,6.36,204.93,0.2534
s,2002,01,01,11,14,36,9769m,12,0,1,0,1,-18.97,79.68,6.16,200.29,0.2938
s,2002,01,01,11,14,36,9770,1,0,3,0,2,8.08,80.39,6.86,328.51,0.2274
s,2002,01,01,11,14,36,9770,2,0,2,0,1,8.38,79.28,5.75,333.45,0.2227
s,2002,01,02,10,57,14,9754,1,0,2,0,3,-8.91,128.24,67.67,261.67,0.9253
s,2002,01,02,10,57,14,9754,2,2,63,3,77,-6.88,126.92,66.35,263.88,0.9164
s,2002,01,02,10,57,14,9754,3,2,-2,3,-2,-6.67,126.44,65.87,264.11,0.9130
s,2002,01,02,10,57,14,9754,4,1,43,1,51,-6.08,125.74,65.18,264.77,0.9081
s,2002,01,02,10,57,14,9754,5,0,2,0,2,-6.14,123.68,63.11,264.72,0.8925
s,2002,01,02,10,57,14,9754,6,0,2,0,3,-5.91,122.97,62.40,264.99,0.8868
s,2002,01,02,10,57,14,9754,7,0,2,0,2,-5.57,122.85,62.28,265.38,0.8859
s,2002,01,02,10,57,14,9754,8,1,16,1,16,-5.03,122.09,61.52,266.01,0.8797
s,2002,01,02,10,57,14,9754,9,0,2,0,2,-6.58,122.00,61.44,264.24,0.8789
s,2002,01,02,10,57,14,9754,10,6,18,6,18,-6.16,120.91,60.34,264.72,0.8697
s,2002,01,02,10,57,14,9754,11,0,2,0,2,-5.47,120.77,60.21,265.51,0.8686
s,2002,01,02,10,57,14,9754,12,11,124,11,116,-5.77,119.21,58.65,265.18,0.8548
s,2002,01,02,10,57,14,9754,13,2,-12,2,-12,-6.36,119.11,58.54,264.48,0.8538
s,2002,01,02,10,57,14,9754,14,2,-12,1,-12,-6.51,117.25,56.69,264.30,0.8366
s,2002,01,02,10,57,14,9754,15,2,-12,2,-12,-6.73,117.16,56.59,264.03,0.8357
s,2002,01,02,10,57,14,9755,1,0,11,0,7,-1.40,98.91,38.34,271.77,0.6228
s,2002,01,02,10,57,14,9755,2,21,194,13,122,-3.95,98.27,37.70,267.66,0.6129
s,2002,01,02,10,57,14,9755,3,11,-2,7,-2,-4.05,97.67,37.10,267.49,0.6046
s,2002,01,02,10,57,14,9755,4,0,4,0,3,-2.16,97.19,36.62,270.66,0.5984
s,2002,01,02,10,57,14,9755,5,1,11,1,7,-2.61,96.87,36.31,269.91,0.5938
s,2002,01,02,10,57,14,9755,6,0,5,0,3,-3.22,96.41,35.84,268.91,0.5869
s,2002,01,02,10,57,14,9755,7,0,4,0,3,-3.20,94.31,33.75,269.00,0.5569
s,2002,01,02,10,57,14,9755,8,0,5,0,3,-3.44,91.17,30.60,268.63,0.5103
s,2002,01,02,10,57,14,9755,9,0,3,0,2,-7.17,91.12,30.55,261.30,0.5123
s,2002,01,02,10,57,14,9761,1,13,108,7,57,10.12,72.45,11.90,318.44,0.3073
s,2002,01,02,10,57,14,9761,2,0,5,0,2,12.78,70.13,9.58,329.38,0.3201
s,2002,01,02,10,57,14,9761,3,0,1,0,1,10.01,67.76,7.23,331.43,0.2605
s,2002,01,02,10,57,14,9763,1,14,140,7,71,5.61,60.42,-0.13,0.82,0.1535
s,2002,01,02,10,57,14,9763,2,2,-1,1,-1,5.88,60.28,-0.28,1.79,0.1584
s,2002,01,02,10,57,14,9763,3,0,6,0,3,7.27,54.58,-5.97,29.69,0.2094
s,2002,01,02,10,57,14,9764,1,53,320,41,249,12.96,108.36,47.80,289.82,0.7697
s,2002,01,02,10,57,14,9764,2,5,-1,4,-1,13.88,108.61,48.04,290.89,0.7750
s,2002,01,02,10,57,14,9764,3,0,2,0,2,12.08,107.16,46.60,289.11,0.7543
s,2002,01,02,10,57,14,9764,4,2,184,1,129,15.11,102.98,42.42,294.73,0.7193
s,2002,01,02,10,57,14,9764,5,0,5,0,4,15.43,102.52,41.96,295.36,0.7156
s,2002,01,02,10,57,14,9764,6,7,-4,5,-4,14.37,102.20,41.65,294.10,0.7077
s,2002,01,02,10,57,14,9764,7,11,-4,8,-4,14.57,100.99,40.44,294.95,0.6948
s,2002,01,02,10,57,14,9764,8,1,54,1,37,15.47,100.70,40.15,296.31,0.6956
s,2002,01,02,10,57,14,9764,9,9,-8,6,-8,15.52,100.34,39.78,296.56,0.6916
s,2002,01,02,10,57,14,9765,1,29,197,15,103,5.11,44.93,-15.62,62.09,0.3049
s,2002,01,02,10,57,14,9765,2,0,2,0,1,7.43,44.83,-15.72,55.88,0.3261
s,2002,01,02,10,57,14,9765,3,0,3,0,2,2.56,44.69,-15.87,70.28,0.2915
s,2002,01,02,10,57,14,9765,4,0,2,0,1,6.89,43.71,-16.84,59.04,0.3368
s,2002,01,02,10,57,14,9765,5,0,1,0,0,6.09,43.25,-17.30,61.80,0.3370
s,2002,01,02,10,57,14,9765,6,6,43,3,23,5.30,42.95,-17.60,64.29,0.3356
s,2002,01,02,10,57,14,9765,7,1,-6,1,-6,4.89,42.65,-17.90,65.77,0.3372
s,2002,01,02,10,57,14,9765,8,0,5,0,3,5.34,32.95,-27.61,72.91,0.4848
s,2002,01,02,10,57,14,9765,9,0,3,0,2,7.76,32.24,-28.32,68.71,0.5066
s,2002,01,02,10,57,14,9765,10,0,1,0,0,6.61,32.06,-28.48,70.98,0.5032
s,2002,01,02,10,57,14,9765a,1,0,3,0,1,-12.76,48.73,-11.83,129.94,0.2621
s,2002,01,02,10,57,14,9765a,2,0,1,0,1,-11.97,48.78,-11.79,127.60,0.2534
s,2002,01,02,10,57,14,9765a,3,0,3,0,2,-11.69,48.69,-11.88,126.50,0.2519
s,2002,01,02,10,57,14,9765a,4,0,2,0,1,-12.16,48.65,-11.92,127.90,0.2570
s,2002,01,02,10,57,14,9765a,5,0,3,0,1,-11.52,47.60,-12.97,123.66,0.2653
s,2002,01,02,10,57,14,9765a,6,0,3,0,1,-8.80,45.06,-15.51,110.73,0.2838
s,2002,01,02,10,57,14,9765a,7,0,3,0,1,-10.55,43.23,-17.34,114.05,0.3222
s,2002,01,02,10,57,14,9765a,8,0,2,0,1,-9.27,42.52,-18.05,109.58,0.3260
s,2002,01,02,10,57,14,9765a,9,0,2,0,1,-11.74,42.20,-18.37,116.17,0.3453
s,2002,01,02,10,57,14,9765a,10,0,1,0,0,-8.83,42.29,-18.28,108.08,0.3275
s,2002,01,02,10,57,14,9765a,11,0,4,0,2,-9.50,40.35,-20.22,108.39,0.3609
s,2002,01,02,10,57,14,9765a,12,0,1,0,1,-11.83,38.94,-21.63,113.15,0.3941
s,2002,01,02,10,57,14,9765a,13,0,2,0,1,-11.35,38.22,-22.34,111.41,0.4021
s,2002,01,02,10,57,14,9765a,14,0,3,0,2,-13.01,37.33,-23.23,114.49,0.4242
s,2002,01,02,10,57,14,9765a,15,0,2,0,1,-7.36,37.16,-23.41,101.11,0.4032
s,2002,01,02,10,57,14,9767,1,0,2,0,1,-17.98,39.50,-21.05,127.16,0.4304
s,2002,01,02,10,57,14,9767,2,1,5,0,3,-19.79,37.86,-22.68,128.63,0.4664
s,2002,01,02,10,57,14,9767,3,0,7,0,4,-17.42,37.78,-22.77,124.10,0.4478
s,2002,01,02,10,57,14,9767,4,0,4,0,2,-20.28,36.82,-23.73,128.33,0.4832
s,2002,01,02,10,57,14,9767,5,0,2,0,1,-27.08,27.18,-33.39,130.15,0.6433
s,2002,01,02,10,57,14,9767,6,0,2,0,1,-20.62,28.95,-31.61,122.08,0.5812
s,2002,01,02,10,57,14,9767,7,0,1,0,1,-22.39,23.56,-37.00,121.38,0.6541
s,2002,01,02,10,57,14,9767,8,0,2,0,1,-19.37,24.31,-36.26,117.37,0.6307
s,2002,01,02,10,57,14,9767,9,1,5,0,3,-18.65,24.56,-35.99,116.44,0.6241
s,2002,01,02,10,57,14,9767,10,1,526,1,349,-19.96,24.09,-36.46,118.14,0.6358
s,2002,01,02,10,57,14,9767,11,2,-10,1,-10,-19.19,23.76,-36.79,116.84,0.6362
s,2002,01,02,10,57,14,9767,12,0,6,0,4,-22.32,22.57,-38.00,120.75,0.6650
s,2002,01,02,10,57,14,9767,13,0,1,0,1,-27.79,19.71,-40.86,126.51,0.7224
s,2002,01,02,10,57,14,9767,14,28,-10,19,-10,-19.79,22.71,-37.84,117.21,0.6514
s,2002,01,02,10,57,14,9767,15,0,2,0,2,-21.79,21.72,-38.85,119.58,0.6721
s,2002,01,02,10,57,14,9767,16,-14,-10,-14,-10,-19.98,22.15,-38.40,117.22,0.6588
s,2002,01,02,10,57,14,9767,17,0,4,0,3,-25.03,19.96,-40.61,123.09,0.7063
s,2002,01,02,10,57,14,9767,18,0,1,0,1,-18.33,21.52,-39.05,114.54,0.6598
s,2002,01,02,10,57,14,9767,19,3,-10,2,-10,-19.09,21.03,-39.52,115.45,0.6683
s,2002,01,02,10,57,14,9767,20,0,3,0,2,-17.24,21.40,-39.14,112.91,0.6569
s,2002,01,02,10,57,14,9767,21,1,86,0,61,-20.54,19.43,-41.12,116.81,0.6923
s,2002,01,02,10,57,14,9767,22,0,4,0,3,-18.11,20.18,-40.37,113.69,0.6746
s,2002,01,02,10,57,14,9767,23,1,-21,1,-21,-21.66,18.80,-41.74,118.07,0.7037
s,2002,01,02,10,57,14,9767,24,0,2,0,1,-23.64,17.77,-42.80,120.26,0.7230
s,2002,01,02,10,57,14,9767,25,4,-21,3,-21,-21.06,18.80,-41.76,117.25,0.7015
s,2002,01,02,10,57,14,9767,26,1,20,1,14,-19.53,18.95,-41.61,115.22,0.6941
s,2002,01,02,10,57,14,9767,27,0,5,0,3,-23.24,17.31,-43.24,119.54,0.7260
s,2002,01,02,10,57,14,9767,28,0,1,0,0,-28.88,14.38,-46.16,125.39,0.7770
s,2002,01,02,10,57,14,9767,29,0,1,0,0,-28.71,14.26,-46.31,125.12,0.7776
s,2002,01,02,10,57,14,9767,30,6,309,5,249,-26.94,14.59,-45.95,123.12,0.7674
s,2002,01,02,10,57,14,9767,31,3,-30,3,-30,-27.34,14.05,-46.49,123.39,0.7740
s,2002,01,02,10,57,14,9767,32,3,-30,2,-30,-25.81,14.63,-45.91,121.74,0.7627
s,2002,01,02,10,57,14,9767,33,0,2,0,2,-28.19,13.25,-47.32,124.09,0.7847
s,2002,01,02,10,57,14,9767,34,2,6,1,4,-20.06,16.89,-43.66,115.17,0.7189
s,2002,01,02,10,57,14,9767,35,0,4,0,3,-19.39,17.12,-43.43,114.34,0.7142
s,2002,01,02,10,57,14,9767,36,6,-30,5,-30,-26.71,13.68,-46.86,122.47,0.7750
s,2002,01,02,10,57,14,9767,37,0,2,0,2,-20.47,16.46,-44.09,115.56,0.7250
s,2002,01,02,10,57,14,9767,38,14,-30,11,-30,-27.06,13.22,-47.34,122.72,0.7807
s,2002,01,02,10,57,14,9767,39,0,1,0,1,-21.84,15.42,-45.13,116.99,0.7407
s,2002,01,02,10,57,14,9767,40,0,1,0,1,-25.35,13.61,-46.93,120.78,0.7708
s,2002,01,02,10,57,14,9767,41,0,1,0,1,-19.25,15.74,-44.83,113.69,0.7291
