data_code,year,month,day,hour,minute,second,group_number,group_spot_number,projected_umbra,projected_whole_spot,corrected_projected_umbra,corrected_projected_whole_spot,heliographic_latitude,heliographic_longitude,lcm,position_angle,center_distance
s,2000,01,03,10,32,16,8814,4,0,3,0,2,11.27,320.72,-15.19,45.95,0.3591
s,2000,01,03,10,32,16,8814,5,0,2,0,1,11.04,319.70,-16.22,48.29,0.3689
s,2000,01,03,10,32,16,8814,6,1,6,0,3,9.49,311.48,-24.45,62.18,0.4635
s,2000,01,03,10,32,16,8814,7,0,5,0,3,10.01,310.03,-25.90,62.55,0.4868
s,2000,01,03,10,32,16,8814,8,0,1,0,1,9.68,309.02,-26.91,64.01,0.4984
s,2000,01,03,10,32,16,8814,9,0,2,0,1,9.51,307.98,-27.95,65.14,0.5116
s,2000,01,03,10,32,16,8814,10,0,1,0,1,8.70,307.91,-28.01,66.66,0.5078
s,2000,01,03,10,32,16,8814,11,0,2,0,1,9.48,307.73,-28.20,65.38,0.5148
s,2000,01,03,10,32,16,8814,12,0,1,0,1,9.56,307.44,-28.49,65.46,0.5191
s,2000,01,03,10,32,16,8814,13,1,5,0,3,8.87,306.24,-29.69,67.53,0.5318
s,2000,01,03,10,32,16,8814,14,0,1,0,1,10.18,305.10,-30.83,66.03,0.5541
s,2000,01,03,10,32,16,8814,15,0,8,0,5,10.47,305.05,-30.88,65.59,0.5565
s,2000,01,03,10,32,16,8814,16,2,155,1,93,9.58,304.64,-31.29,67.35,0.5572
s,2000,01,03,10,32,16,8814,17,2,-16,1,-16,9.93,304.54,-31.39,66.82,0.5603
s,2000,01,03,10,32,16,8814,18,6,-16,4,-16,10.46,304.39,-31.54,66.05,0.5651
s,2000,01,03,10,32,16,8814,19,2,-16,1,-16,10.33,304.05,-31.88,66.47,0.5689
s,2000,01,03,10,32,16,8814,20,5,-16,3,-16,10.04,303.98,-31.95,66.99,0.5683
s,2000,01,03,10,32,16,8814,21,0,2,0,1,11.14,303.65,-32.28,65.41,0.5785
s,2000,01,03,10,32,16,8814,22,6,-16,3,-16,10.37,303.46,-32.47,66.79,0.5769
s,2000,01,03,10,32,16,8814,23,0,2,0,1,8.72,303.49,-32.44,69.48,0.5684
s,2000,01,03,10,32,16,8814,24,3,-16,2,-16,10.06,303.37,-32.56,67.34,0.5764
s,2000,01,03,10,32,16,8814,25,0,1,0,1,10.91,302.72,-33.21,66.37,0.5893
s,2000,01,03,10,32,16,8814,26,0,1,0,0,9.90,301.93,-34.00,68.43,0.5946
s,2000,01,03,10,32,16,8814,27,0,1,0,1,7.67,299.01,-36.92,73.35,0.6238
s,2000,01,03,10,32,16,8814,28,0,2,0,1,6.82,298.42,-37.51,74.90,0.6286
s,2000,01,03,10,32,16,8816,1,0,1,0,1,19.14,333.30,-2.61,6.44,0.3848
s,2000,01,03,10,32,16,8816,2,0,1,0,0,23.00,331.78,-4.15,8.57,0.4488
s,2000,01,03,10,32,16,8816n,1,0,2,0,1,13.93,356.72,20.79,310.24,0.4533
s,2000,01,03,10,32,16,8816n,2,0,2,0,1,15.60,353.78,17.86,317.32,0.4375
s,2000,01,03,10,32,16,8817,1,0,3,0,2,23.18,310.37,-25.56,42.04,0.5945
s,2000,01,03,10,32,16,8817,2,0,3,0,2,23.81,306.96,-28.94,44.64,0.6325
s,2000,01,04,09,10,04,8810,1,8,78,8,84,36.15,15.76,52.28,314.05,0.8905
s,2000,01,04,09,10,04,8810,2,0,1,0,1,35.33,5.84,42.35,318.09,0.8252
s,2000,01,04,09,10,04,8810,3,0,2,0,1,36.77,5.50,42.01,319.71,0.8312
s,2000,01,04,09,10,04,8810,4,38,220,33,191,37.45,3.54,40.06,321.51,0.8231
s,2000,01,04,09,10,04,8810,5,0,3,0,3,36.23,2.19,38.70,321.17,0.8068
s,2000,01,04,09,10,04,8813,1,0,3,0,2,-14.04,339.47,15.98,234.89,0.3279
s,2000,01,04,09,10,04,8813,2,61,341,32,178,-15.17,338.04,14.54,229.54,0.3200
s,2000,01,04,09,10,04,8813,3,0,1,0,0,-17.05,337.36,13.87,223.86,0.3323
s,2000,01,04,09,10,04,8813,4,0,1,0,0,-16.00,336.67,13.18,224.82,0.3122
s,2000,01,04,09,10,04,8813,5,0,1,0,0,-17.34,336.80,13.31,222.10,0.3294
s,2000,01,04,09,10,04,8813,6,0,2,0,1,-16.52,335.05,11.56,220.00,0.3003
s,2000,01,04,09,10,04,8813,7,1,13,0,7,-16.22,334.92,11.43,220.35,0.2952
s,2000,01,04,09,10,04,8813,8,0,0,0,0,-16.82,333.91,10.42,216.50,0.2924
s,2000,01,04,09,10,04,8813,9,0,1,0,0,-15.24,333.12,9.64,217.97,0.2637
s,2000,01,04,09,10,04,8813,10,0,3,0,1,-15.52,332.96,9.47,216.83,0.2657
s,2000,01,04,09,10,04,8813,11,0,1,0,1,-15.49,332.56,9.07,215.73,0.2613
s,2000,01,04,09,10,04,8813,12,0,1,0,0,-15.30,332.47,8.97,215.91,0.2577
s,2000,01,04,09,10,04,8813,13,27,134,14,69,-16.46,332.35,8.85,212.96,0.2724
s,2000,01,04,09,10,04,8813,14,0,4,0,2,-17.77,331.45,7.95,207.84,0.2835
s,2000,01,04,09,10,04,8813,15,0,0,0,0,-16.94,331.24,7.75,208.71,0.2699
s,2000,01,04,09,10,04,8813,16,0,1,0,0,-15.17,330.80,7.31,210.87,0.2404
s,2000,01,04,09,10,04,8813,17,0,2,0,1,-17.23,328.83,5.34,200.32,0.2573
s,2000,01,04,09,10,04,8814,1,35,369,18,188,10.62,322.76,-0.73,2.98,0.2429
s,2000,01,04,09,10,04,8814,2,32,-1,16,-1,10.26,321.78,-1.71,7.12,0.2381
s,2000,01,04,09,10,04,8814,3,0,1,0,0,11.45,321.39,-2.10,7.99,0.2590
s,2000,01,04,09,10,04,8814,4,0,1,0,0,11.93,320.88,-2.60,9.58,0.2683
s,2000,01,04,09,10,04,8814,5,0,1,0,0,8.43,319.04,-4.45,20.63,0.2189
s,2000,01,04,09,10,04,8814,6,0,1,0,1,12.91,318.95,-4.55,15.45,0.2916
s,2000,01,04,09,10,04,8814,7,0,1,0,0,9.19,313.39,-10.10,38.69,0.2783
s,2000,01,04,09,10,04,8814,8,0,2,0,1,16.75,311.98,-11.50,29.15,0.3938
s,2000,01,04,09,10,04,8814,9,0,1,0,0,9.82,311.39,-12.10,42.35,0.3079
s,2000,01,04,09,10,04,8814,10,0,9,0,5,9.63,310.91,-12.58,43.91,0.3111
s,2000,01,04,09,10,04,8814,11,0,0,0,0,10.42,309.86,-13.63,44.45,0.3325
s,2000,01,04,09,10,04,8814,12,0,3,0,2,9.54,308.75,-14.74,48.60,0.3359
s,2000,01,04,09,10,04,8814,13,0,4,0,2,15.62,307.97,-15.51,38.57,0.4149
s,2000,01,04,09,10,04,8814,14,1,16,1,8,9.42,306.43,-17.06,52.95,0.3641
s,2000,01,04,09,10,04,8814,15,0,1,0,0,9.74,306.24,-17.25,52.56,0.3697
s,2000,01,04,09,10,04,8814,16,0,1,0,0,8.86,306.07,-17.42,54.78,0.3637
s,2000,01,04,09,10,04,8814,17,0,1,0,0,11.17,305.57,-17.91,50.60,0.3922
s,2000,01,04,09,10,04,8814,18,0,4,0,2,10.87,305.49,-18.00,51.33,0.3903
s,2000,01,04,09,10,04,8814,19,0,1,0,0,9.96,305.28,-18.21,53.54,0.3843
s,2000,01,04,09,10,04,8814,20,0,1,0,1,10.63,305.20,-18.29,52.28,0.3917
s,2000,01,04,09,10,04,8814,21,0,2,0,1,10.31,305.16,-18.32,52.98,0.3891
s,2000,01,04,09,10,04,8814,22,0,13,0,7,9.50,305.16,-18.33,54.73,0.3816
s,2000,01,04,09,10,04,8814,23,0,1,0,0,10.94,305.08,-18.41,51.81,0.3962
s,2000,01,04,09,10,04,8814,24,1,59,0,32,10.06,304.72,-18.77,54.17,0.3925
s,2000,01,04,09,10,04,8814,25,1,-24,1,-24,10.48,304.64,-18.84,53.39,0.3974
s,2000,01,04,09,10,04,8814,26,0,4,0,2,11.51,304.52,-18.97,51.51,0.4088
s,2000,01,04,09,10,04,8814,27,0,2,0,1,11.25,304.42,-19.07,52.18,0.4075
s,2000,01,04,09,10,04,8814,28,0,2,0,1,10.93,304.39,-19.10,52.85,0.4049
s,2000,01,04,09,10,04,8814,29,1,-24,1,-24,10.35,304.39,-19.10,54.03,0.3994
s,2000,01,04,09,10,04,8814,30,0,1,0,0,10.71,304.20,-19.29,53.55,0.4052
s,2000,01,04,09,10,04,8814,31,0,3,0,1,11.21,304.02,-19.47,52.81,0.4121
s,2000,01,04,09,10,04,8814,32,1,-24,0,-24,9.93,304.05,-19.44,55.37,0.4001
s,2000,01,04,09,10,04,8814,33,4,25,2,14,10.81,303.68,-19.80,54.08,0.4127
s,2000,01,04,09,10,04,8814,34,0,2,0,1,11.80,303.60,-19.89,52.24,0.4230
s,2000,01,04,09,10,04,8814,35,0,1,0,1,10.22,303.60,-19.88,55.36,0.4086
s,2000,01,04,09,10,04,8814,36,1,-33,1,-33,10.56,303.50,-19.99,54.82,0.4129
s,2000,01,04,09,10,04,8814,37,0,1,0,0,9.82,303.38,-20.11,56.49,0.4081
s,2000,01,04,09,10,04,8814,38,0,1,0,0,10.20,303.36,-20.13,55.74,0.4116
s,2000,01,04,09,10,04,8814,39,0,1,0,0,9.98,302.86,-20.63,56.84,0.4163
s,2000,01,04,09,10,04,8814,40,0,1,0,1,8.28,301.84,-21.65,61.59,0.4169
s,2000,01,04,09,10,04,8816,1,6,19,4,11,22.86,331.99,8.51,342.81,0.4635
s,2000,01,04,09,10,04,8816,2,-1,-1,-1,-1,22.96,331.73,8.25,343.39,0.4639
s,2000,01,04,09,10,04,8816,3,0,8,0,4,23.48,331.43,7.94,344.30,0.4702
s,2000,01,04,09,10,04,8816,4,1,5,0,3,22.12,330.69,7.20,344.87,0.4469
s,2000,01,04,09,10,04,8816,5,5,25,3,14,22.33,330.26,6.79,345.83,0.4485
s,2000,01,04,09,10,04,8817,1,12,53,7,30,24.06,308.61,-14.88,27.08,0.5172
s,2000,01,04,09,10,04,8817,2,1,-1,1,-1,23.89,308.20,-15.29,27.88,0.5177
s,2000,01,04,09,10,04,8817,3,0,4,0,2,23.58,306.37,-17.12,30.92,0.5272
s,2000,01,04,09,10,04,8817,4,0,4,0,2,24.31,306.11,-17.38,30.52,0.5381
s,2000,01,04,09,10,04,8817,5,0,1,0,0,23.93,305.84,-17.64,31.29,0.5355
s,2000,01,04,09,10,04,8817,6,0,12,0,7,24.19,305.01,-18.47,32.17,0.5451
s,2000,01,04,09,10,04,8818,1,0,2,0,1,-10.58,336.72,13.23,240.48,0.2597
s,2000,01,04,09,10,04,8818,2,0,3,0,1,-10.00,333.22,9.73,234.98,0.2042
s,2000,01,05,10,44,38,8810,1,2,24,4,40,36.05,14.65,65.20,309.64,0.9544
s,2000,01,05,10,44,38,8810,2,0,2,0,2,37.04,4.90,55.46,313.71,0.9115
s,2000,01,05,10,44,38,8810,3,0,2,0,3,37.15,4.91,55.47,313.82,0.9118
s,2000,01,05,10,44,38,8810,4,27,179,31,203,37.68,2.36,52.91,315.35,0.9001
s,2000,01,05,10,44,38,8810,5,0,1,0,1,38.70,1.41,51.98,316.74,0.8989
s,2000,01,05,10,44,38,8813,1,45,278,26,160,-15.42,338.08,28.62,245.11,0.5112
s,2000,01,05,10,44,38,8813,2,1,68,1,38,-16.53,332.94,23.49,238.87,0.4484
s,2000,01,05,10,44,38,8813,3,12,-2,7,-2,-16.40,332.52,23.07,238.71,0.4418
s,2000,01,05,10,44,38,8813n,1,0,0,0,0,-22.60,2.55,53.12,244.64,0.8195
s,2000,01,05,10,44,38,8813n,2,0,4,0,3,-24.15,0.13,50.70,242.13,0.8011
s,2000,01,05,10,44,38,8813o,1,0,2,0,1,-8.59,289.85,-19.58,105.64,0.3457
s,2000,01,05,10,44,38,8813o,2,0,2,0,1,-8.36,288.70,-20.73,104.27,0.3630
s,2000,01,05,10,44,38,8814,1,30,344,16,180,10.82,322.98,13.52,316.87,0.3375
s,2000,01,05,10,44,38,8814,2,21,-1,11,-1,10.41,321.75,12.30,318.72,0.3189
s,2000,01,05,10,44,38,8814,3,0,10,0,5,10.57,319.71,10.25,324.09,0.2997
s,2000,01,05,10,44,38,8814,4,0,5,0,3,9.54,314.02,4.57,340.75,0.2393
s,2000,01,05,10,44,38,8814,5,0,2,0,1,9.34,313.74,4.29,341.59,0.2346
s,2000,01,05,10,44,38,8814,6,0,1,0,1,10.69,308.25,-1.21,4.84,0.2466
s,2000,01,05,10,44,38,8814,7,0,4,0,2,9.33,307.32,-2.13,9.41,0.2255
s,2000,01,05,10,44,38,8814,8,0,2,0,1,8.95,307.25,-2.20,10.02,0.2194
s,2000,01,05,10,44,38,8814,9,0,1,0,0,2.19,306.41,-3.04,28.28,0.1124
s,2000,01,05,10,44,38,8814,10,0,2,0,1,9.39,305.80,-3.65,15.78,0.2323
s,2000,01,05,10,44,38,8814,11,0,6,0,3,9.58,305.31,-4.14,17.51,0.2377
s,2000,01,05,10,44,38,8814,12,0,1,0,0,10.60,305.29,-4.16,16.37,0.2544
s,2000,01,05,10,44,38,8814,13,2,47,1,24,9.80,304.79,-4.66,19.24,0.2439
s,2000,01,05,10,44,38,8814,14,0,3,0,2,10.49,304.64,-4.82,18.91,0.2559
s,2000,01,05,10,44,38,8814,15,3,-13,1,-13,9.94,304.37,-5.08,20.65,0.2486
s,2000,01,05,10,44,38,8814,16,0,3,0,1,10.80,304.28,-5.17,19.77,0.2629
s,2000,01,05,10,44,38,8814,17,0,4,0,2,10.45,303.76,-5.69,22.09,0.2605
s,2000,01,05,10,44,38,8814,18,0,1,0,1,11.59,303.02,-6.43,22.93,0.2829
s,2000,01,05,10,44,38,8814,19,0,2,0,1,10.86,302.83,-6.63,24.64,0.2730
s,2000,01,05,10,44,38,8814,20,0,1,0,0,9.53,302.48,-6.97,28.07,0.2557
s,2000,01,05,10,44,38,8814,21,0,1,0,1,8.62,302.16,-7.29,30.97,0.2449
s,2000,01,05,10,44,38,8814,22,0,0,0,0,6.41,299.61,-9.84,44.87,0.2419
s,2000,01,05,10,44,38,8814,23,0,1,0,0,8.80,296.20,-13.26,47.07,0.3110
s,2000,01,05,10,44,38,8816,1,0,1,0,1,20.30,333.31,23.87,316.37,0.5523
s,2000,01,05,10,44,38,8816,2,0,2,0,1,22.54,333.54,24.11,318.98,0.5770
s,2000,01,05,10,44,38,8816,3,7,19,4,11,22.86,332.74,23.30,320.30,0.5728
