data_code,year,month,day,hour,minute,second,group_number,group_spot_number,projected_umbra,projected_whole_spot,corrected_projected_umbra,corrected_projected_whole_spot,heliographic_latitude,heliographic_longitude,lcm,position_angle,center_distance
s,2000,03,30,13,41,38,8935,14,2,6,1,4,-7.05,240.25,-27.92,92.60,0.4671
s,2000,03,30,13,41,38,8935,15,2,10,1,5,-7.21,239.76,-28.40,92.96,0.4745
s,2000,03,30,13,41,38,8935,16,5,14,3,8,-7.74,239.86,-28.31,94.08,0.4730
s,2000,03,30,13,41,38,8936,1,0,2,0,2,-10.30,204.56,-63.59,98.22,0.8923
s,2000,03,30,13,41,38,8936,2,2,137,2,137,-16.41,207.53,-60.64,105.16,0.8682
s,2000,03,30,13,41,38,8936,3,10,-2,10,-2,-17.38,207.74,-60.41,106.29,0.8666
s,2000,03,30,13,41,38,8936,4,2,-2,2,-2,-15.47,206.75,-61.40,104.07,0.8743
s,2000,03,30,13,41,38,8936,5,-3,-2,-3,-2,-17.27,207.46,-60.69,106.16,0.8689
s,2000,03,30,13,41,38,8936,6,-3,-2,-3,-2,-17.56,207.57,-60.57,106.49,0.8681
s,2000,03,30,13,41,38,8936,7,7,-2,7,-2,-15.94,206.73,-61.43,104.60,0.8746
s,2000,03,30,13,41,38,8936,8,2,-2,2,-2,-16.81,207.17,-60.98,105.61,0.8711
s,2000,03,30,13,41,38,8936,9,0,-2,0,-2,-16.43,206.74,-61.41,105.16,0.8746
s,2000,03,30,13,41,38,8936,10,0,1,0,1,-14.89,205.96,-62.19,103.39,0.8806
s,2000,03,30,13,41,38,8936,11,2,-2,2,-2,-16.09,206.42,-61.73,104.76,0.8771
s,2000,03,30,13,41,38,8936,12,1,14,1,15,-14.97,205.40,-62.77,103.47,0.8852
s,2000,03,30,13,41,38,8936,13,0,3,0,3,-17.61,206.59,-61.56,106.50,0.8761
s,2000,03,30,13,41,38,8936,14,7,40,7,43,-14.09,204.75,-63.41,102.47,0.8902
s,2000,03,30,13,41,38,8936,15,1,-12,1,-12,-14.89,204.65,-63.51,103.38,0.8910
s,2000,03,30,13,41,38,8936,16,0,1,0,1,-11.42,202.12,-66.03,99.57,0.9101
s,2000,03,30,13,41,38,8936,17,3,121,4,138,-16.32,204.43,-63.73,104.99,0.8928
s,2000,03,30,13,41,38,8936,18,1,5,1,6,-14.67,203.68,-64.48,103.13,0.8983
s,2000,03,30,13,41,38,8936,19,0,5,0,5,-14.92,203.39,-64.77,103.41,0.9005
s,2000,03,30,13,41,38,8936,20,1,-17,2,-17,-16.86,204.33,-63.83,105.59,0.8936
s,2000,03,30,13,41,38,8936,21,1,-17,1,-17,-15.79,203.70,-64.45,104.38,0.8981
s,2000,03,30,13,41,38,8936,22,0,2,0,3,-14.54,202.88,-65.27,102.99,0.9041
s,2000,03,30,13,41,38,8936,23,0,-17,0,-17,-15.70,203.44,-64.71,104.28,0.9000
s,2000,03,30,13,41,38,8936,24,0,4,0,4,-15.21,202.70,-65.45,103.73,0.9054
s,2000,03,30,13,41,38,8936,25,0,3,0,3,-18.59,204.05,-64.12,107.51,0.8961
s,2000,03,30,13,41,38,8936,26,7,-17,8,-17,-15.83,202.69,-65.47,104.42,0.9055
s,2000,03,30,13,41,38,8936,27,2,-17,2,-17,-16.04,201.71,-66.46,104.65,0.9124
s,2000,03,30,13,41,38,8936,28,0,5,0,6,-17.94,202.06,-66.10,106.75,0.9101
s,2000,03,30,13,41,38,8936,29,0,1,0,1,-16.35,201.44,-66.71,104.99,0.9141
s,2000,03,30,13,41,38,8938,1,0,5,0,5,-5.93,207.31,-60.86,93.10,0.8720
s,2000,03,30,13,41,38,8938,2,0,1,0,1,-3.81,205.57,-62.59,90.85,0.8877
s,2000,03,30,13,41,38,8938,3,0,1,0,1,-4.37,205.97,-62.19,91.44,0.8841
s,2000,03,30,13,41,38,8938,4,0,4,0,4,-4.28,205.40,-62.75,91.40,0.8887
s,2000,03,30,13,41,38,8938,5,0,1,0,1,-5.20,205.99,-62.16,92.37,0.8833
s,2000,03,30,13,41,38,8938,6,0,4,0,4,-5.35,205.58,-62.57,92.58,0.8865
s,2000,03,30,13,41,38,8938,7,9,30,10,32,-6.27,206.17,-61.98,93.57,0.8812
s,2000,03,30,13,41,38,8938,8,0,1,0,2,-4.83,205.06,-63.08,92.05,0.8910
s,2000,03,30,13,41,38,8938,9,0,1,0,1,-7.69,206.93,-61.23,95.14,0.8742
s,2000,03,30,13,41,38,8938,10,0,0,0,0,-5.15,204.98,-63.18,92.41,0.8915
s,2000,03,30,13,41,38,8938,11,1,11,1,11,-8.16,207.15,-61.02,95.66,0.8722
s,2000,03,30,13,41,38,8939,1,3,25,7,61,22.22,193.74,-74.43,65.62,0.9800
s,2000,03,30,13,41,38,8940,1,1,12,1,18,13.45,199.40,-68.76,73.32,0.9477
s,2000,03,30,13,41,38,8942a,1,0,2,0,3,25.20,211.87,-56.27,57.43,0.8948
s,2000,03,30,13,41,38,8942a,2,0,4,0,4,25.27,211.08,-57.07,57.66,0.9002
s,2000,03,30,13,41,38,8942a,3,0,3,0,4,24.94,209.81,-58.34,58.47,0.9073
s,2000,03,31,06,45,31,8921,1,0,1,0,1,-16.99,323.62,64.83,254.27,0.9011
s,2000,03,31,06,45,31,8921,2,0,1,0,1,-17.43,324.16,65.38,253.79,0.9050
s,2000,03,31,06,45,31,8921,3,0,1,0,1,-16.29,319.97,61.19,254.97,0.8728
s,2000,03,31,06,45,31,8921,4,0,1,0,1,-21.60,315.47,56.69,248.41,0.8377
s,2000,03,31,06,45,31,8921,5,0,1,0,1,-22.48,314.83,56.04,247.28,0.8331
s,2000,03,31,06,45,31,8924,1,30,289,19,186,10.12,295.35,36.56,294.32,0.6458
s,2000,03,31,06,45,31,8924,2,1,-1,1,-1,10.47,295.16,36.38,294.93,0.6454
s,2000,03,31,06,45,31,8924,3,-1,-1,-1,-1,9.98,294.78,35.99,294.46,0.6381
s,2000,03,31,06,45,31,8924,4,2,-1,1,-1,10.31,294.19,35.40,295.30,0.6328
s,2000,03,31,06,45,31,8924,5,1,-1,1,-1,10.09,294.07,35.28,295.06,0.6301
s,2000,03,31,06,45,31,8924,6,0,1,0,1,10.25,292.71,33.93,296.19,0.6143
s,2000,03,31,06,45,31,8924,7,0,2,0,1,11.45,291.68,32.90,298.68,0.6090
s,2000,03,31,06,45,31,8924,8,2,43,1,27,9.50,292.43,33.64,295.26,0.6064
s,2000,03,31,06,45,31,8924,9,0,11,0,7,10.28,291.87,33.08,296.82,0.6041
s,2000,03,31,06,45,31,8924,10,2,-8,1,-8,9.05,292.36,33.57,294.62,0.6030
s,2000,03,31,06,45,31,8924,11,0,1,0,1,11.11,291.03,32.24,298.67,0.5989
s,2000,03,31,06,45,31,8924,12,0,4,0,3,8.50,292.01,33.23,294.01,0.5955
s,2000,03,31,06,45,31,8924,13,1,437,0,264,10.89,290.83,32.04,298.50,0.5951
s,2000,03,31,06,45,31,8924,14,0,12,0,7,7.81,292.31,33.52,292.74,0.5955
s,2000,03,31,06,45,31,8924,15,0,1,0,1,7.05,292.47,33.68,291.46,0.5936
s,2000,03,31,06,45,31,8924,16,0,1,0,1,8.20,291.78,32.99,293.71,0.5908
s,2000,03,31,06,45,31,8924,17,2,-13,1,-13,10.81,290.49,31.70,298.63,0.5904
s,2000,03,31,06,45,31,8924,18,8,-13,5,-13,11.83,289.58,30.80,300.88,0.5861
s,2000,03,31,06,45,31,8924,19,2,-13,1,-13,11.76,289.25,30.46,301.06,0.5816
s,2000,03,31,06,45,31,8924,20,34,-13,21,-13,11.81,288.59,29.80,301.68,0.5739
s,2000,03,31,06,45,31,8924,21,-20,-13,-20,-13,12.10,288.47,29.69,302.23,0.5747
s,2000,03,31,06,45,31,8924,22,21,-13,13,-13,10.49,289.12,30.33,299.23,0.5713
s,2000,03,31,06,45,31,8924,23,0,-13,0,-13,10.75,288.75,29.97,299.93,0.5684
s,2000,03,31,06,45,31,8924,24,9,51,6,31,8.41,289.87,31.09,295.37,0.5674
s,2000,03,31,06,45,31,8924,25,-20,-13,-20,-13,11.76,288.24,29.45,301.92,0.5693
s,2000,03,31,06,45,31,8924,26,0,4,0,3,8.74,289.34,30.55,296.30,0.5625
s,2000,03,31,06,45,31,8924,27,0,2,0,1,9.99,288.01,29.22,299.36,0.5538
s,2000,03,31,06,45,31,8924,28,0,3,0,2,10.07,287.58,28.80,299.86,0.5490
s,2000,03,31,06,45,31,8924,29,0,1,0,1,11.25,286.56,27.77,302.66,0.5449
s,2000,03,31,06,45,31,8924,30,0,1,0,0,13.87,282.70,23.91,310.79,0.5219
s,2000,03,31,06,45,31,8924,31,0,3,0,2,14.04,282.54,23.75,311.23,0.5216
s,2000,03,31,06,45,31,8924,32,0,1,0,0,13.23,282.54,23.76,310.01,0.5141
s,2000,03,31,06,45,31,8925,1,0,2,0,1,-13.32,290.89,32.10,255.40,0.5365
s,2000,03,31,06,45,31,8925,2,0,4,0,2,-14.57,288.02,29.24,252.03,0.4990
s,2000,03,31,06,45,31,8925,3,0,2,0,1,-14.82,288.07,29.28,251.55,0.5005
s,2000,03,31,06,45,31,8925,4,0,5,0,3,-15.11,288.12,29.34,251.01,0.5023
s,2000,03,31,06,45,31,8925,5,4,78,2,44,-15.30,287.10,28.32,250.16,0.4884
s,2000,03,31,06,45,31,8925,6,9,-5,5,-5,-15.69,286.81,28.02,249.23,0.4857
s,2000,03,31,06,45,31,8925,7,3,-5,1,-5,-15.69,286.46,27.67,249.03,0.4807
s,2000,03,31,06,45,31,8925,8,0,3,0,2,-13.60,283.90,25.11,252.13,0.4352
s,2000,03,31,06,45,31,8925,9,0,1,0,1,-16.00,285.22,26.43,247.71,0.4643
s,2000,03,31,06,45,31,8925,10,0,5,0,3,-17.21,284.84,26.05,244.97,0.4649
s,2000,03,31,06,45,31,8925,11,4,39,2,22,-18.22,285.00,26.21,243.06,0.4726
s,2000,03,31,06,45,31,8925,12,0,1,0,0,-19.67,285.03,26.24,240.26,0.4814
s,2000,03,31,06,45,31,8925,13,0,1,0,0,-16.71,281.76,22.98,243.68,0.4189
s,2000,03,31,06,45,31,8925,14,0,3,0,2,-17.11,280.77,21.98,241.90,0.4073
s,2000,03,31,06,45,31,8925,15,2,110,1,60,-17.81,280.91,22.12,240.47,0.4139
s,2000,03,31,06,45,31,8925,16,2,-15,1,-15,-17.96,281.08,22.29,240.31,0.4171
s,2000,03,31,06,45,31,8925,17,11,-15,6,-15,-18.24,281.04,22.26,239.67,0.4185
s,2000,03,31,06,45,31,8925,18,0,1,0,1,-16.55,279.20,20.41,241.65,0.3815
s,2000,03,31,06,45,31,8925,19,0,2,0,1,-17.17,279.14,20.36,240.13,0.3849
s,2000,03,31,06,45,31,8925,20,1,6,1,3,-19.00,280.37,21.58,237.33,0.4149
s,2000,03,31,06,45,31,8925,21,1,11,1,6,-18.69,279.46,20.68,237.01,0.4005
s,2000,03,31,06,45,31,8925,22,0,1,0,1,-19.23,279.03,20.24,235.33,0.3989
s,2000,03,31,06,45,31,8925,23,14,100,8,54,-18.18,278.25,19.46,236.74,0.3802
s,2000,03,31,06,45,31,8925,24,0,1,0,1,-19.46,278.02,19.23,233.57,0.3877
s,2000,03,31,06,45,31,8925,25,5,21,3,12,-22.52,279.91,21.13,229.73,0.4382
s,2000,03,31,06,45,31,8928,1,1,62,0,40,19.82,288.79,30.00,312.42,0.6395
s,2000,03,31,06,45,31,8928,2,11,-1,7,-1,19.76,288.44,29.65,312.68,0.6356
s,2000,03,31,06,45,31,8928,3,0,1,0,1,19.08,286.71,27.92,313.52,0.6125
s,2000,03,31,06,45,31,8928,4,0,0,0,0,21.50,280.02,21.24,323.96,0.5750
s,2000,03,31,06,45,31,8928,5,0,1,0,1,20.27,280.09,21.31,322.49,0.5619
s,2000,03,31,06,45,31,8928,6,0,1,0,1,20.11,275.33,16.54,328.97,0.5207
s,2000,03,31,06,45,31,8929,1,0,3,0,2,-23.16,274.13,15.34,220.05,0.3797
s,2000,03,31,06,45,31,8929,2,0,2,0,1,-24.22,274.35,15.56,218.54,0.3943
s,2000,03,31,06,45,31,8929,3,0,1,0,1,-23.23,271.70,12.92,215.36,0.3565
s,2000,03,31,06,45,31,8931,1,0,13,0,7,-13.05,274.42,15.63,245.94,0.2888
s,2000,03,31,06,45,31,8931,2,0,6,0,3,-13.04,274.00,15.22,245.46,0.2824
s,2000,03,31,06,45,31,8931,3,5,20,2,11,-13.81,273.86,15.07,242.76,0.2853
s,2000,03,31,06,45,31,8931,4,1,-3,0,-3,-13.75,273.66,14.87,242.67,0.2819
s,2000,03,31,06,45,31,8931,5,0,3,0,1,-14.23,273.58,14.79,241.00,0.2842
s,2000,03,31,06,45,31,8931,6,1,6,1,3,-13.70,272.91,14.12,241.71,0.2704
s,2000,03,31,06,45,31,8931,7,1,22,0,11,-13.60,270.92,12.14,238.56,0.2406
s,2000,03,31,06,45,31,8931,8,2,-7,1,-7,-13.72,270.94,12.15,238.15,0.2419
s,2000,03,31,06,45,31,8931,9,0,3,0,2,-13.75,270.24,11.45,236.56,0.2322
s,2000,03,31,06,45,31,8931,10,1,2,0,1,-13.32,267.64,8.85,231.54,0.1922
s,2000,03,31,06,45,31,8931,11,2,31,1,16,-14.30,267.74,8.96,227.97,0.2040
s,2000,03,31,06,45,31,8931,12,7,-11,3,-11,-14.55,267.69,8.91,226.89,0.2063
s,2000,03,31,06,45,31,8931,13,-12,-11,-12,-11,-14.76,267.56,8.77,225.69,0.2069
s,2000,03,31,06,45,31,8931,14,0,4,0,2,-14.29,267.20,8.42,226.27,0.1972
s,2000,03,31,06,45,31,8931,15,0,1,0,0,-13.74,266.65,7.86,226.54,0.1839
s,2000,03,31,06,45,31,8931,16,0,6,0,3,-14.39,266.80,8.01,224.50,0.1934
s,2000,03,31,06,45,31,8931,17,0,2,0,1,-13.94,266.41,7.62,224.83,0.1834
s,2000,03,31,06,45,31,8931,18,0,5,0,3,-14.51,266.10,7.31,221.51,0.1867
s,2000,03,31,06,45,31,8931,19,7,46,3,23,-15.58,266.42,7.63,219.03,0.2040
s,2000,03,31,06,45,31,8931,20,0,3,0,1,-15.64,265.99,7.20,217.27,0.2003
s,2000,03,31,06,45,31,8931m,1,0,3,0,2,-10.13,274.09,15.30,255.70,0.2693
s,2000,03,31,06,45,31,8931m,2,0,1,0,1,-11.52,272.32,13.53,248.66,0.2472
s,2000,03,31,06,45,31,8932,1,21,161,11,83,-14.13,245.27,-13.52,120.73,0.2650
s,2000,03,31,06,45,31,8932,2,-1,-1,-1,-1,-14.35,244.88,-13.90,120.79,0.2722
s,2000,03,31,06,45,31,8932,3,0,3,0,1,-11.25,241.30,-17.49,106.43,0.3088
s,2000,03,31,06,45,31,8932,4,0,2,0,1,-11.01,240.78,-18.01,105.30,0.3161
s,2000,03,31,06,45,31,8932,5,0,0,0,0,-11.04,239.21,-19.58,104.42,0.3411
s,2000,03,31,06,45,31,8932,6,0,8,0,4,-11.83,238.83,-19.96,106.42,0.3499
s,2000,03,31,06,45,31,8932,7,0,1,0,1,-12.56,237.47,-21.32,107.53,0.3738
s,2000,03,31,06,45,31,8932,8,0,3,0,2,-13.78,237.84,-20.95,110.97,0.3735
s,2000,03,31,06,45,31,8932,9,0,1,0,0,-13.46,237.07,-21.72,109.58,0.3836
s,2000,03,31,06,45,31,8932,10,5,11,3,6,-11.95,231.14,-27.65,103.22,0.4684
s,2000,03,31,06,45,31,8932,11,0,2,0,1,-12.99,230.70,-28.09,105.25,0.4775
s,2000,03,31,06,45,31,8932,12,0,4,0,2,-14.09,230.40,-28.39,107.38,0.4852
s,2000,03,31,06,45,31,8932,13,0,2,0,1,-14.03,230.02,-28.77,107.09,0.4905
s,2000,03,31,06,45,31,8932,14,0,50,0,29,-13.48,229.15,-29.64,105.68,0.5016
s,2000,03,31,06,45,31,8932,15,7,-14,4,-14,-12.54,228.57,-30.22,103.64,0.5076
s,2000,03,31,06,45,31,8932,16,0,4,0,2,-14.14,228.86,-29.93,106.86,0.5076
s,2000,03,31,06,45,31,8932,17,0,5,0,3,-13.73,228.25,-30.53,105.85,0.5151
s,2000,03,31,06,45,31,8932,18,0,1,0,1,-13.99,228.17,-30.62,106.31,0.5171
s,2000,03,31,06,45,31,8933,1,0,2,0,1,16.15,273.37,14.58,327.70,0.4545
s,2000,03,31,06,45,31,8933,2,11,21,6,11,15.00,267.64,8.86,337.90,0.3970
s,2000,03,31,06,45,31,8933,3,4,55,2,30,16.47,266.81,8.02,341.07,0.4143
s,2000,03,31,06,45,31,8933,4,-2,-2,-2,-2,14.95,267.42,8.63,338.36,0.3948
s,2000,03,31,06,45,31,8933,5,0,-3,0,-3,16.45,266.06,7.27,342.70,0.4102
s,2000,03,31,06,45,31,8933,6,1,-3,1,-3,16.44,265.80,7.01,343.29,0.4089
s,2000,03,31,06,45,31,8933,7,3,41,2,22,15.74,265.96,7.17,342.39,0.3989
s,2000,03,31,06,45,31,8933,8,1,-7,0,-7,15.82,265.42,6.63,343.70,0.3976
s,2000,03,31,06,45,31,8933,9,0,3,0,1,14.55,265.63,6.84,342.22,0.3790
s,2000,03,31,06,45,31,8933,10,0,1,0,1,14.32,265.78,7.00,341.64,0.3763
s,2000,03,31,06,45,31,8934,1,0,3,0,1,21.40,253.57,-5.21,10.24,0.4779
s,2000,03,31,06,45,31,8934,2,0,3,0,2,20.83,253.61,-5.18,10.41,0.4692
s,2000,03,31,06,45,31,8935,1,3,305,2,155,-6.96,246.25,-12.54,92.57,0.2167
s,2000,03,31,06,45,31,8935,2,45,-1,23,-1,-6.75,246.00,-12.79,91.60,0.2209
s,2000,03,31,06,45,31,8935,3,-2,-1,-2,-1,-6.71,245.55,-13.24,91.42,0.2285
s,2000,03,31,06,45,31,8935,4,3,-1,2,-1,-6.49,245.05,-13.74,90.48,0.2371
s,2000,03,31,06,45,31,8935,5,1,-1,0,-1,-7.41,245.48,-13.31,94.46,0.2301
s,2000,03,31,06,45,31,8935,6,0,3,0,2,-6.09,243.41,-15.38,89.10,0.2650
s,2000,03,31,06,45,31,8935,7,0,1,0,1,-8.52,244.14,-14.65,98.59,0.2541
s,2000,03,31,06,45,31,8935,8,1,13,1,7,-8.07,243.80,-14.99,96.72,0.2591
s,2000,03,31,06,45,31,8935,9,9,33,5,17,-6.70,242.98,-15.80,91.43,0.2717
s,2000,03,31,06,45,31,8935,10,2,11,1,6,-6.63,242.11,-16.68,91.21,0.2864
s,2000,03,31,06,45,31,8935,11,0,2,0,1,-7.28,241.58,-17.21,93.43,0.2954
s,2000,03,31,06,45,31,8935,12,1,5,0,2,-6.37,240.76,-18.02,90.42,0.3088
s,2000,03,31,06,45,31,8935,13,0,2,0,1,-7.39,241.17,-17.62,93.77,0.3022
s,2000,03,31,06,45,31,8935,14,0,1,0,1,-6.73,240.70,-18.09,91.59,0.3098
s,2000,03,31,06,45,31,8935,15,0,0,0,0,-7.25,240.85,-17.94,93.27,0.3074
s,2000,03,31,06,45,31,8935,16,0,2,0,1,-7.53,240.74,-18.05,94.18,0.3094
s,2000,03,31,06,45,31,8935,17,0,1,0,0,-7.44,240.56,-18.23,93.88,0.3124
s,2000,03,31,06,45,31,8935,18,0,1,0,1,-7.26,240.22,-18.57,93.28,0.3178
s,2000,03,31,06,45,31,8935,19,0,1,0,1,-7.36,239.78,-19.01,93.55,0.3251
s,2000,03,31,06,45,31,8935,20,2,7,1,4,-7.95,239.85,-18.93,95.40,0.3242
s,2000,03,31,06,45,31,8936,1,0,2,0,1,-12.18,206.84,-51.95,100.36,0.7848
s,2000,03,31,06,45,31,8936,2,0,5,0,4,-17.75,208.27,-50.52,107.63,0.7736
s,2000,03,31,06,45,31,8936,3,20,522,16,435,-16.47,207.57,-51.22,105.91,0.7796
s,2000,03,31,06,45,31,8936,4,0,0,0,0,-13.43,206.06,-52.72,101.93,0.7933
s,2000,03,31,06,45,31,8936,5,3,13,3,10,-17.66,207.65,-51.14,107.44,0.7800
s,2000,03,31,06,45,31,8936,6,1,-3,1,-3,-17.32,207.47,-51.31,106.98,0.7814
s,2000,03,31,06,45,31,8936,7,3,-3,3,-3,-15.52,206.61,-52.18,104.60,0.7888
s,2000,03,31,06,45,31,8936,8,12,-3,10,-3,-16.19,206.79,-51.99,105.46,0.7874
s,2000,03,31,06,45,31,8936,9,-3,-3,-3,-3,-16.67,206.92,-51.87,106.09,0.7866
s,2000,03,31,06,45,31,8936,10,0,1,0,1,-12.12,204.84,-53.95,100.24,0.8055
s,2000,03,31,06,45,31,8936,11,0,2,0,1,-18.08,206.63,-52.16,107.84,0.7909
s,2000,03,31,06,45,31,8936,12,0,2,0,2,-14.88,205.04,-53.75,103.68,0.8044
s,2000,03,31,06,45,31,8936,13,4,27,3,22,-14.11,204.63,-54.16,102.71,0.8081
s,2000,03,31,06,45,31,8936,14,0,-3,0,-3,-16.15,205.37,-53.42,105.29,0.8019
s,2000,03,31,06,45,31,8936,15,2,-3,1,-3,-16.47,204.69,-54.10,105.63,0.8088
s,2000,03,31,06,45,31,8936,16,4,-3,3,-3,-14.92,203.94,-54.84,103.68,0.8153
s,2000,03,31,06,45,31,8936,17,2,-3,1,-3,-15.25,204.11,-54.68,104.09,0.8138
s,2000,03,31,06,45,31,8936,18,1,-3,1,-3,-16.82,204.49,-54.30,106.04,0.8111
s,2000,03,31,06,45,31,8936,19,0,1,0,1,-11.50,201.95,-56.83,99.47,0.8338
s,2000,03,31,06,45,31,8936,20,0,0,0,0,-13.34,202.81,-55.98,101.70,0.8258
s,2000,03,31,06,45,31,8936,21,1,-3,1,-3,-15.90,203.42,-55.36,104.84,0.8208
s,2000,03,31,06,45,31,8936,22,2,-3,1,-3,-16.19,203.26,-55.52,105.18,0.8225
s,2000,03,31,06,45,31,8936,23,0,1,0,1,-18.58,204.01,-54.78,108.17,0.8172
s,2000,03,31,06,45,31,8936,24,5,-3,4,-3,-15.90,202.57,-56.21,104.79,0.8289
s,2000,03,31,06,45,31,8936,25,4,-3,4,-3,-16.51,202.79,-56.00,105.55,0.8272
s,2000,03,31,06,45,31,8936,26,0,1,0,1,-17.30,202.41,-56.38,106.46,0.8312
s,2000,03,31,06,45,31,8936,27,13,-3,11,-3,-15.92,201.62,-57.17,104.76,0.8378
s,2000,03,31,06,45,31,8936,28,0,2,0,2,-12.15,199.27,-59.52,100.25,0.8582
s,2000,03,31,06,45,31,8936,29,0,2,0,2,-16.85,201.46,-57.33,105.86,0.8397
s,2000,03,31,06,45,31,8936,30,0,4,0,4,-14.54,199.26,-59.53,103.05,0.8584
s,2000,03,31,06,45,31,8936,31,0,1,0,1,-13.76,198.85,-59.94,102.13,0.8619
s,2000,03,31,06,45,31,8936,32,0,1,0,1,-14.31,198.97,-59.82,102.77,0.8609
s,2000,03,31,06,45,31,8938,1,0,2,0,2,-4.10,206.26,-52.53,90.12,0.7939
s,2000,03,31,06,45,31,8938,2,10,54,8,43,-6.55,206.97,-51.82,93.16,0.7844
s,2000,03,31,06,45,31,8938,3,0,2,0,1,-4.05,205.18,-53.60,90.18,0.8052
s,2000,03,31,06,45,31,8938,4,0,2,0,1,-3.92,204.97,-53.82,90.05,0.8075
s,2000,03,31,06,45,31,8938,5,0,4,0,3,-8.15,207.50,-51.29,95.18,0.7779
s,2000,03,31,06,45,31,8938,6,0,5,0,4,-7.79,207.28,-51.51,94.73,0.7804
s,2000,03,31,06,45,31,8939,1,4,77,5,107,22.37,194.37,-64.42,63.07,0.9371
s,2000,03,31,06,45,31,8939,2,1,-1,2,-1,21.36,194.65,-64.13,64.02,0.9337
s,2000,03,31,06,45,31,8939,3,3,-1,4,-1,21.36,194.32,-64.47,64.12,0.9356
s,2000,03,31,06,45,31,8939,4,0,0,0,1,22.97,188.98,-69.80,63.87,0.9637
s,2000,03,31,06,45,31,8939,5,0,0,0,1,23.90,185.76,-73.03,63.65,0.9768
s,2000,03,31,06,45,31,8940,1,8,36,8,38,13.33,199.45,-59.34,71.15,0.8864
s,2000,03,31,06,45,31,8942a,1,0,3,0,3,25.14,209.78,-49.01,54.36,0.8429
s,2000,03,31,06,45,31,8942a,2,0,2,0,2,25.13,207.56,-51.23,55.42,0.8594
s,2000,04,01,10,46,39,8924,1,23,167,20,141,10.44,295.02,51.64,287.91,0.8126
s,2000,04,01,10,46,39,8924,2,1,-1,1,-1,10.44,294.41,51.02,288.11,0.8066
s,2000,04,01,10,46,39,8924,3,0,2,0,2,10.44,293.81,50.42,288.32,0.8007
s,2000,04,01,10,46,39,8924,4,0,1,0,1,10.71,293.18,49.79,288.87,0.7952
s,2000,04,01,10,46,39,8924,5,0,2,0,2,10.28,292.77,49.37,288.50,0.7897
s,2000,04,01,10,46,39,8924,6,1,87,1,69,9.78,292.30,48.91,288.05,0.7835
s,2000,04,01,10,46,39,8924,7,0,2,0,1,11.26,291.34,47.94,290.23,0.7784
s,2000,04,01,10,46,39,8924,8,1,-6,1,-6,9.23,292.42,49.03,287.34,0.7830
s,2000,04,01,10,46,39,8924,9,0,1,0,1,10.35,291.56,48.18,289.02,0.7777
s,2000,04,01,10,46,39,8924,10,4,-6,3,-6,8.91,292.46,49.07,286.93,0.7824
s,2000,04,01,10,46,39,8924,11,0,1,0,1,10.37,291.38,47.99,289.12,0.7758
s,2000,04,01,10,46,39,8924,12,0,1,0,1,7.57,292.93,49.54,285.12,0.7836
s,2000,04,01,10,46,39,8924,13,0,14,0,11,10.46,290.86,47.47,289.43,0.7707
s,2000,04,01,10,46,39,8924,14,0,1,0,1,7.87,291.85,48.46,285.84,0.7731
s,2000,04,01,10,46,39,8924,15,14,425,11,318,11.75,289.49,46.10,291.58,0.7610
s,2000,04,01,10,46,39,8924,16,0,3,0,2,9.72,290.44,47.05,288.67,0.7638
s,2000,04,01,10,46,39,8924,17,3,-15,2,-15,12.03,288.65,45.27,292.30,0.7533
s,2000,04,01,10,46,39,8924,18,2,-15,1,-15,12.64,288.25,44.86,293.24,0.7514
s,2000,04,01,10,46,39,8924,19,6,-15,5,-15,12.21,288.47,45.08,292.61,0.7520
s,2000,04,01,10,46,39,8924,20,20,-15,15,-15,10.66,289.29,45.91,290.30,0.7549
s,2000,04,01,10,46,39,8924,21,1,-15,1,-15,11.11,288.56,45.18,291.18,0.7487
s,2000,04,01,10,46,39,8924,22,5,-15,4,-15,10.41,288.77,45.38,290.21,0.7483
s,2000,04,01,10,46,39,8924,23,2,-15,1,-15,10.79,288.56,45.18,290.78,0.7476
s,2000,04,01,10,46,39,8924,24,2,-15,2,-15,9.60,289.19,45.80,289.01,0.7499
s,2000,04,01,10,46,39,8924,25,20,-15,15,-15,9.89,288.74,45.36,289.56,0.7462
s,2000,04,01,10,46,39,8924,26,1,-15,0,-15,10.15,288.43,45.04,290.02,0.7437
s,2000,04,01,10,46,39,8924,27,1,-15,1,-15,9.52,288.71,45.32,289.10,0.7444
s,2000,04,01,10,46,39,8924,28,0,2,0,2,10.15,287.74,44.35,290.32,0.7361
s,2000,04,01,10,46,39,8925,1,0,0,0,0,-12.63,286.82,43.43,258.46,0.6871
s,2000,04,01,10,46,39,8925,2,0,1,0,1,-14.69,287.71,44.32,255.59,0.7001
s,2000,04,01,10,46,39,8925,3,0,2,0,1,-16.42,288.52,45.13,253.27,0.7121
s,2000,04,01,10,46,39,8925,4,6,23,4,16,-15.38,286.86,43.47,254.47,0.6908
s,2000,04,01,10,46,39,8925,5,0,2,0,1,-13.87,284.79,41.40,256.36,0.6629
s,2000,04,01,10,46,39,8925,6,0,2,0,1,-15.15,285.34,41.95,254.55,0.6718
s,2000,04,01,10,46,39,8925,7,0,1,0,1,-14.92,284.37,40.98,254.70,0.6592
s,2000,04,01,10,46,39,8925,8,0,1,0,1,-18.13,285.66,42.28,250.24,0.6816
